pinned_tweet_id,description,created_at,profile_image_url,name,username,id,verified,public_metrics,url,protected,entities,location,metric_followers_count,metric_following_count,metric_tweet_count,metric_listed_count
,India's leading BNPL and digital credit platform serving millions of aspirational individuals.,2013-09-16T10:15:21.000Z,https://pbs.twimg.com/profile_images/639352722731347969/GO_CJmsq_normal.png,Capital Float,CapitalFloat,1871051413,False,"{'followers_count': 3986, 'following_count': 186, 'tweet_count': 6335, 'listed_count': 108}",https://t.co/hdvBpElWWb,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/hdvBpElWWb', 'expanded_url': 'http://www.capitalfloat.com', 'display_url': 'capitalfloat.com'}]}}","Bengaluru, Karnataka",3986,186,6335,108
1.339896033501872e+18,,2011-05-14T15:32:32.000Z,https://pbs.twimg.com/profile_images/810024191135191040/Fq0ZWbdH_normal.jpg,Alexander Kingson,alexanimatorian,298583704,False,"{'followers_count': 99, 'following_count': 87, 'tweet_count': 2753, 'listed_count': 0}",https://t.co/xKiyk3KZVn,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/xKiyk3KZVn', 'expanded_url': 'http://www.alexanderkingson.com', 'display_url': 'alexanderkingson.com'}]}}",,99,87,2753,0
,"Reserve Bank of India
@rbisays https://t.co/Q9z8OmVZoU

@RBIsays",2012-01-30T08:35:22.000Z,https://pbs.twimg.com/profile_images/578162805666230272/cCkngdx2_normal.jpeg,ReserveBankOfIndia,RBI,478432912,True,"{'followers_count': 1535180, 'following_count': 1, 'tweet_count': 17902, 'listed_count': 1567}",https://t.co/woh2Nevlwl,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/woh2Nevlwl', 'expanded_url': 'http://www.rbi.org.in', 'display_url': 'rbi.org.in'}]}, 'description': {'urls': [{'start': 31, 'end': 54, 'url': 'https://t.co/Q9z8OmVZoU', 'expanded_url': 'https://facebook.com/RBISays', 'display_url': 'facebook.com/RBISays'}], 'mentions': [{'start': 22, 'end': 30, 'username': 'rbisays'}, {'start': 56, 'end': 64, 'username': 'RBIsays'}]}}",India,1535180,1,17902,1567
,"Submisso, 26 anos da zl de São Paulo.
Se você quer dominar e humilhar, vem de dm.",2022-02-15T22:05:21.000Z,https://pbs.twimg.com/profile_images/1493708862788182018/WbsJkuQo_normal.jpg,submisso_zl,zl_submisso,1493708002234408969,False,"{'followers_count': 25, 'following_count': 186, 'tweet_count': 49, 'listed_count': 0}",,False,,,25,186,49,0
1.495221974129328e+18,"🔞Camboy de 1,92 cm directly from favela of Rio de Janeiro. vem para meu 🌍
quer ver mais? Só assinar meu privacy, link aqui embaixo 30%OFF✌🔥
Instgram BkcriaRj",2020-06-25T01:36:12.000Z,https://pbs.twimg.com/profile_images/1495533714419458051/Xih20w_V_normal.jpg,Bk🍁Cria D. Favela RJ🥋,BkkfetaoRj,1275965950647508992,False,"{'followers_count': 75041, 'following_count': 71, 'tweet_count': 2105, 'listed_count': 140}",https://t.co/kGUjE67AUq,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/kGUjE67AUq', 'expanded_url': 'https://privacy.com.br/Profile/BkkfetaoRJ', 'display_url': 'privacy.com.br/Profile/Bkkfet…'}]}}","Jacaré, Rio de Janeiro",75041,71,2105,140
,Iran,2021-10-08T07:38:32.000Z,https://pbs.twimg.com/profile_images/1480050721290661890/45Zi55Cl_normal.jpg,Nikan,Nikan_iran,1446379415387189270,False,"{'followers_count': 203, 'following_count': 359, 'tweet_count': 16985, 'listed_count': 5}",,False,,,203,359,16985,5
1.4959202537627402e+18,"#yooshi
#Bluesparrow",2016-07-01T14:18:51.000Z,https://pbs.twimg.com/profile_images/1460405518535639050/LuWF-G4a_normal.jpg,闩尺从工力,Arm_PHN,748883570752532480,False,"{'followers_count': 180, 'following_count': 165, 'tweet_count': 36817, 'listed_count': 7}",,False,"{'description': {'hashtags': [{'start': 0, 'end': 7, 'tag': 'yooshi'}, {'start': 8, 'end': 20, 'tag': 'Bluesparrow'}]}}",Islamic Republic of Iran,180,165,36817,7
,"CEO @binance, hodler of #bnb #btc",2017-08-30T16:12:13.000Z,https://pbs.twimg.com/profile_images/1470780411747844096/vpxt_095_normal.jpg,CZ 🔶 Binance,cz_binance,902926941413453824,True,"{'followers_count': 5248752, 'following_count': 1598, 'tweet_count': 6446, 'listed_count': 19410}",https://t.co/zlvCSBI7R2,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/zlvCSBI7R2', 'expanded_url': 'http://www.binance.com', 'display_url': 'binance.com'}]}, 'description': {'hashtags': [{'start': 24, 'end': 28, 'tag': 'bnb'}, {'start': 29, 'end': 33, 'tag': 'btc'}], 'mentions': [{'start': 4, 'end': 12, 'username': 'binance'}]}}",,5248752,1598,6446,19410
1.4892192903773676e+18,"TS SUPREMACY || U ARE OBSESSED ||
DOES NOT ACCEPT TWEETS REPLY.",2021-10-10T23:09:06.000Z,https://pbs.twimg.com/profile_images/1490444905004486658/vonLXrzC_normal.jpg,◾▪️ The Scarlet Swift ▪️◾,Swiffer_IDN,1447338393675853829,False,"{'followers_count': 116, 'following_count': 229, 'tweet_count': 3804, 'listed_count': 1}",,False,,"Jakarta, Indonesia ",116,229,3804,1
1.494540320901587e+18,"📈 Fresh and daily news for pop music only. 🎧
📩 DMs always open for any help, questions & requests.❓
🍂 Back up: @PopDataNews 🥳",2017-02-24T00:46:44.000Z,https://pbs.twimg.com/profile_images/1477189544097333251/utgQ13PK_normal.jpg,Pop Data,PopDataMusic,834927504968278016,False,"{'followers_count': 4870, 'following_count': 405, 'tweet_count': 35839, 'listed_count': 32}",,False,"{'description': {'mentions': [{'start': 111, 'end': 123, 'username': 'PopDataNews'}]}}",FOLLOW US NOW!! 🎶,4870,405,35839,32
7.656297339713044e+17,,2010-01-21T14:40:31.000Z,https://pbs.twimg.com/profile_images/1369276816171622402/SLaPXSs8_normal.jpg,Flourish gratitude,song_title,107090979,False,"{'followers_count': 2251, 'following_count': 2838, 'tweet_count': 589534, 'listed_count': 630}",,False,,,2251,2838,589534,630
,,2011-09-24T17:50:56.000Z,https://pbs.twimg.com/profile_images/2280381123/4bg7uomm1lrrxldhrbfl_normal.jpeg,Richard Hingston,RichardHingsto1,379285868,False,"{'followers_count': 30, 'following_count': 115, 'tweet_count': 1054, 'listed_count': 0}",,False,,,30,115,1054,0
,"The biggest debates with @TheJeremyVine, @StormHuntley and celebrity guests on @channel5_tv every Mon-Fri 9.15am-12.15pm 📱 #jeremyvine",2009-06-30T10:25:40.000Z,https://pbs.twimg.com/profile_images/1035500614464286720/LNCT_3Ie_normal.jpg,Jeremy Vine On 5,JeremyVineOn5,52360480,True,"{'followers_count': 147785, 'following_count': 4181, 'tweet_count': 29660, 'listed_count': 684}",https://t.co/AVLig9qLcb,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/AVLig9qLcb', 'expanded_url': 'http://facebook.com/JeremyVineOn5', 'display_url': 'facebook.com/JeremyVineOn5'}]}, 'description': {'hashtags': [{'start': 123, 'end': 134, 'tag': 'jeremyvine'}], 'mentions': [{'start': 25, 'end': 39, 'username': 'TheJeremyVine'}, {'start': 41, 'end': 54, 'username': 'StormHuntley'}, {'start': 79, 'end': 91, 'username': 'channel5_tv'}]}}","London, England",147785,4181,29660,684
,,2020-04-05T13:32:44.000Z,https://pbs.twimg.com/profile_images/1350140961775525888/-oJbf8Wn_normal.jpg,Ifeanyi Nworie,Ifeanyi034,1246792703959916546,False,"{'followers_count': 288, 'following_count': 712, 'tweet_count': 40084, 'listed_count': 0}",,False,,,288,712,40084,0
1.4961679982514831e+18,"Official account of Forbes, the world’s leading voice for entrepreneurial success and free enterprise, and home to breaking news, business, money and more.",2009-11-21T02:09:57.000Z,https://pbs.twimg.com/profile_images/1448413506936639491/2mvOrPuF_normal.jpg,Forbes,Forbes,91478624,True,"{'followers_count': 17486821, 'following_count': 5140, 'tweet_count': 365602, 'listed_count': 61531}",https://t.co/6qjZ8PCpvM,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/6qjZ8PCpvM', 'expanded_url': 'http://forbes.com', 'display_url': 'forbes.com'}]}}","New York, NY",17486821,5140,365602,61531
,Cryptocurrency Community Hub.,2018-03-12T11:58:14.000Z,https://pbs.twimg.com/profile_images/973167719280513024/UEVHeEYd_normal.jpg,CryptAssets,CryptAssets,973166271612293122,False,"{'followers_count': 215, 'following_count': 743, 'tweet_count': 9306, 'listed_count': 6}",https://t.co/hp1mmjgk5e,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/hp1mmjgk5e', 'expanded_url': 'https://www.cryptassets.com', 'display_url': 'cryptassets.com'}]}}","Engeland, Verenigd Koninkrijk",215,743,9306,6
1.4828092403351306e+18,Girl mom 🎀,2009-08-29T20:05:04.000Z,https://pbs.twimg.com/profile_images/1486531743482003462/NfuhpJQA_normal.jpg,Myra 🅿️,Tamyraaaaaaaa,69950044,False,"{'followers_count': 794, 'following_count': 300, 'tweet_count': 68529, 'listed_count': 1}",,False,,At peace 🧘🏾‍♀️,794,300,68529,1
1.4812589662902436e+18,Get Inspired • Psychology • Practice Mindfulness • Philosophy • Positivity • Level-up Your Mindset • Attract Wealth • Change Your Life,2020-08-31T19:11:18.000Z,https://pbs.twimg.com/profile_images/1321036704090902528/EYFqykd__normal.jpg,Wealth Inc 💰,WealthInc247,1300511436872003585,False,"{'followers_count': 144380, 'following_count': 127, 'tweet_count': 15383, 'listed_count': 770}",https://t.co/o1HWO0AIOy,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/o1HWO0AIOy', 'expanded_url': 'https://linktr.ee/WealthInc247', 'display_url': 'linktr.ee/WealthInc247'}]}}",These will HELP YOU 👉,144380,127,15383,770
1.4586700835809157e+18,"Learn from yesterday, live 4 today, hope 4 tomorrow. The important thing is not to stop questioning - ae -
Liberty is abt the right to question everything -aw-",2021-10-29T09:22:17.000Z,https://pbs.twimg.com/profile_images/1462347499071365120/htoo8Ybw_normal.jpg,WeAreChangeMV,WeAreChangeMV,1454015656907575296,False,"{'followers_count': 344, 'following_count': 5002, 'tweet_count': 6392, 'listed_count': 4}",,False,,,344,5002,6392,4
,"Love outdoors, movies & appreciate the value of being alive & being Christian.",2012-09-13T18:47:53.000Z,https://pbs.twimg.com/profile_images/1441290348483919878/7F4cxmQw_normal.jpg,Nompumelelo,mpumie_sunshine,822004610,False,"{'followers_count': 272, 'following_count': 595, 'tweet_count': 7525, 'listed_count': 1}",,False,,Dobsonville,272,595,7525,1
1.3807405261906534e+18,JENNIE ONLY,2019-08-14T00:19:49.000Z,https://pbs.twimg.com/profile_images/1451499850797776898/oF60eW_N_normal.jpg,Jennie,jennie_spears3,1161432200409018369,False,"{'followers_count': 318, 'following_count': 308, 'tweet_count': 37436, 'listed_count': 0}",,False,,,318,308,37436,0
1.2554988024857682e+18,"Love yourself, love what you have 💙",2019-07-05T09:43:28.000Z,https://pbs.twimg.com/profile_images/1482860560698200064/75BjH_ns_normal.jpg,妮 💐,filmsnini,1147078529856577536,False,"{'followers_count': 1310, 'following_count': 758, 'tweet_count': 74800, 'listed_count': 19}",,False,,she/her,1310,758,74800,19
,,2012-02-01T07:06:26.000Z,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,alphaboy123,Alphaboy133,480201182,False,"{'followers_count': 19, 'following_count': 568, 'tweet_count': 137, 'listed_count': 0}",,False,,"Lahore, Pakistan",19,568,137,0
1.4962511610532127e+18,Bio ma kiya hy,2013-08-13T17:28:22.000Z,https://pbs.twimg.com/profile_images/1404683179173335045/2UdpE_iB_normal.jpg,Asif khan,asifkhan164399,1668354710,False,"{'followers_count': 2207, 'following_count': 36, 'tweet_count': 517, 'listed_count': 12}",,False,,Islamabad ,2207,36,517,12
,独乐乐不如众乐乐,2021-11-08T02:44:15.000Z,https://pbs.twimg.com/profile_images/1494941554586238982/D8mWagup_normal.jpg,象风一样自由,xiangfengyiya14,1457539391891574790,False,"{'followers_count': 548, 'following_count': 384, 'tweet_count': 913, 'listed_count': 26}",,False,,https://linktr.ee/aircoin,548,384,913,26
1.4962616477441925e+18,I hope you know #AirCion  earlier.,2021-12-06T05:49:36.000Z,https://pbs.twimg.com/profile_images/1493387184698576896/NIqkdKcP_normal.jpg,AirCoin(互fo),qing20110111,1467732879568367616,False,"{'followers_count': 945, 'following_count': 4472, 'tweet_count': 6848, 'listed_count': 5}",https://t.co/uTTgH3XrE0,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/uTTgH3XrE0', 'expanded_url': 'https://linktr.ee/aircoin', 'display_url': 'linktr.ee/aircoin'}]}, 'description': {'hashtags': [{'start': 16, 'end': 24, 'tag': 'AirCion'}]}}",I hope you know #AirCion  earl,945,4472,6848,5
,"#AirCoin_DAO_Labs is a decentralised autonomous organisation(DAO).

It has built #AirCoin(https://t.co/3Vtsk8anbg), #AIRNFT, #AirCash(https://t.co/mRMxAqiorW), and #ACG_Ventures",2018-06-28T02:16:32.000Z,https://pbs.twimg.com/profile_images/1408798134369611779/pm_iuoty_normal.jpg,AirCoin DAO Labs,Aircoinreal,1012157772606124033,False,"{'followers_count': 78443, 'following_count': 95, 'tweet_count': 1184, 'listed_count': 39}",https://t.co/AaCJBzuEfC,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/AaCJBzuEfC', 'expanded_url': 'https://linktr.ee/aircoin', 'display_url': 'linktr.ee/aircoin'}]}, 'description': {'urls': [{'start': 90, 'end': 113, 'url': 'https://t.co/3Vtsk8anbg', 'expanded_url': 'http://aircoin.cool', 'display_url': 'aircoin.cool'}, {'start': 134, 'end': 157, 'url': 'https://t.co/mRMxAqiorW', 'expanded_url': 'http://aircash.finance', 'display_url': 'aircash.finance'}], 'hashtags': [{'start': 0, 'end': 17, 'tag': 'AirCoin_DAO_Labs'}, {'start': 81, 'end': 89, 'tag': 'AirCoin'}, {'start': 116, 'end': 123, 'tag': 'AIRNFT'}, {'start': 125, 'end': 133, 'tag': 'AirCash'}, {'start': 164, 'end': 177, 'tag': 'ACG_Ventures'}]}}",Mars,78443,95,1184,39
1.307029562321232e+18,$MSTR Founder & CEO | @MIT Aerospace | bio @ https://t.co/9Zlq0oHqyh | free education @ https://t.co/4L1s0iwzQ6 | #Bitcoin is https://t.co/ejezpjeUZ4 & https://t.co/SLbKcP1BnV. | All tweets are my own.,2011-01-29T20:11:04.000Z,https://pbs.twimg.com/profile_images/1485632175932383235/8t0DGo6V_normal.jpg,Michael Saylor⚡️,saylor,244647486,True,"{'followers_count': 2231242, 'following_count': 557, 'tweet_count': 3064, 'listed_count': 13098}",https://t.co/OgF8IgNiDo,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/OgF8IgNiDo', 'expanded_url': 'https://microstrategy.com', 'display_url': 'microstrategy.com'}]}, 'description': {'urls': [{'start': 45, 'end': 68, 'url': 'https://t.co/9Zlq0oHqyh', 'expanded_url': 'http://michael.com', 'display_url': 'michael.com'}, {'start': 88, 'end': 111, 'url': 'https://t.co/4L1s0iwzQ6', 'expanded_url': 'http://saylor.org', 'display_url': 'saylor.org'}, {'start': 126, 'end': 149, 'url': 'https://t.co/ejezpjeUZ4', 'expanded_url': 'http://hope.com', 'display_url': 'hope.com'}, {'start': 152, 'end': 175, 'url': 'https://t.co/SLbKcP1BnV', 'expanded_url': 'http://strategy.com', 'display_url': 'strategy.com'}], 'hashtags': [{'start': 114, 'end': 122, 'tag': 'Bitcoin'}], 'mentions': [{'start': 22, 'end': 26, 'username': 'MIT'}], 'cashtags': [{'start': 0, 'end': 5, 'tag': 'MSTR'}]}}","Miami Beach, FL",2231242,557,3064,13098
1.324087600349696e+18,"Open source platform to write and distribute decentralized applications.

Official account of the Ethereum Foundation",2014-01-26T19:15:24.000Z,https://pbs.twimg.com/profile_images/1084788308595617793/DOnqq1OM_normal.jpg,Ethereum,ethereum,2312333412,True,"{'followers_count': 2248021, 'following_count': 0, 'tweet_count': 3256, 'listed_count': 11436}",http://t.co/4ddfpMCNLY,False,"{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/4ddfpMCNLY', 'expanded_url': 'http://ethereum.org', 'display_url': 'ethereum.org'}]}}",worldwide,2248021,0,3256,11436
1.4937042565320622e+18,Less talk. More Bitcoin. #WAGMI 🚀,2012-05-07T23:06:31.000Z,https://pbs.twimg.com/profile_images/1484586799921909764/A9yYenz3_normal.png,Coinbase,coinbase,574032254,True,"{'followers_count': 4882579, 'following_count': 22, 'tweet_count': 4225, 'listed_count': 20802}",https://t.co/O1gzmSMyoa,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/O1gzmSMyoa', 'expanded_url': 'https://coinbase.com', 'display_url': 'coinbase.com'}]}, 'description': {'hashtags': [{'start': 25, 'end': 31, 'tag': 'WAGMI'}]}}",Remote First,4882579,22,4225,20802
1.459279685586727e+18,Your #1 source for daily crypto news & updates from all around the blockchain space. Tweets are not financial advice.,2020-03-04T10:23:07.000Z,https://pbs.twimg.com/profile_images/1487538392724299788/NMMy04rH_normal.jpg,Whale Insider,WhaleInsider,1235148742631862273,False,"{'followers_count': 125435, 'following_count': 37, 'tweet_count': 637, 'listed_count': 285}",,False,,,125435,37,637,285
1.496137678395519e+18,#Bitcoin #BNB #Ethereum #Solana #AVAX #Tron #ADA #Shib #Meme #Alts | Never dm first | never ask for dm | nfa | dyor | also follow @MrBigWhaleREAL | dm is open,2011-02-05T18:18:53.000Z,https://pbs.twimg.com/profile_images/1482971547438825472/Jta-cVXc_normal.jpg,Mr. BIG WHALE,Whalesincoming,247853244,False,"{'followers_count': 2405843, 'following_count': 773, 'tweet_count': 14027, 'listed_count': 1089}",https://t.co/NH3Xgspg86,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/NH3Xgspg86', 'expanded_url': 'https://t.me/MrBigWhaleChat', 'display_url': 't.me/MrBigWhaleChat'}]}, 'description': {'hashtags': [{'start': 0, 'end': 8, 'tag': 'Bitcoin'}, {'start': 9, 'end': 13, 'tag': 'BNB'}, {'start': 14, 'end': 23, 'tag': 'Ethereum'}, {'start': 24, 'end': 31, 'tag': 'Solana'}, {'start': 32, 'end': 37, 'tag': 'AVAX'}, {'start': 38, 'end': 43, 'tag': 'Tron'}, {'start': 44, 'end': 48, 'tag': 'ADA'}, {'start': 49, 'end': 54, 'tag': 'Shib'}, {'start': 55, 'end': 60, 'tag': 'Meme'}, {'start': 61, 'end': 66, 'tag': 'Alts'}], 'mentions': [{'start': 130, 'end': 145, 'username': 'MrBigWhaleREAL'}]}}",WorldWide,2405843,773,14027,1089
1.4945077142019318e+18,Trevor Noah and The Daily Show News Team. Weeknights 11/10c on @ComedyCentral. Visit https://t.co/xzoeWdGgbb to take action against the issues you care about,2010-06-22T16:41:05.000Z,https://pbs.twimg.com/profile_images/1484179242011140100/4VpKJGMn_normal.jpg,The Daily Show,TheDailyShow,158414847,True,"{'followers_count': 9534907, 'following_count': 1047, 'tweet_count': 28303, 'listed_count': 36069}",https://t.co/SparsZhyxm,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/SparsZhyxm', 'expanded_url': 'https://linktr.ee/thedailyshow', 'display_url': 'linktr.ee/thedailyshow'}]}, 'description': {'urls': [{'start': 85, 'end': 108, 'url': 'https://t.co/xzoeWdGgbb', 'expanded_url': 'http://dailyshow.com/act', 'display_url': 'dailyshow.com/act'}], 'mentions': [{'start': 63, 'end': 77, 'username': 'ComedyCentral'}]}}",,9534907,1047,28303,36069
,Investor in $BTC $ETH $BNB $NFT. $BNB $ETH $AVAX $FTM LOW CAP 💎 hunter.5x-50x my goal💰 $VRA🐋. My tweets are NFA | DYOR| DM for Promo!,2021-05-31T13:53:02.000Z,https://pbs.twimg.com/profile_images/1450109893206151178/sWBXRA52_normal.jpg,Crypto Gems 💎🚀,DaCryptoGems,1399363210441117700,False,"{'followers_count': 110676, 'following_count': 568, 'tweet_count': 1649, 'listed_count': 180}",,False,"{'description': {'cashtags': [{'start': 12, 'end': 16, 'tag': 'BTC'}, {'start': 17, 'end': 21, 'tag': 'ETH'}, {'start': 22, 'end': 26, 'tag': 'BNB'}, {'start': 27, 'end': 31, 'tag': 'NFT'}, {'start': 33, 'end': 37, 'tag': 'BNB'}, {'start': 38, 'end': 42, 'tag': 'ETH'}, {'start': 43, 'end': 48, 'tag': 'AVAX'}, {'start': 49, 'end': 53, 'tag': 'FTM'}]}}",Decentralized,110676,568,1649,180
1.496111502390145e+18,126k Subscriber #Bitcoin & #Crypto News Youtuber | Bitcoin since 2013 | Professional Crypto Investor | Founder of @CryptoSavingExp | Weekly @CityAM column!,2016-10-03T14:11:43.000Z,https://pbs.twimg.com/profile_images/1486403594677112837/rir7b4R3_normal.jpg,That Martini Guy ₿,MartiniGuyYT,782946231551131648,True,"{'followers_count': 234443, 'following_count': 1224, 'tweet_count': 20232, 'listed_count': 880}",https://t.co/myN2pOXMNe,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/myN2pOXMNe', 'expanded_url': 'https://www.youtube.com/channel/UCytNzxSmUqEBychgoKoQssw', 'display_url': 'youtube.com/channel/UCytNz…'}]}, 'description': {'hashtags': [{'start': 16, 'end': 24, 'tag': 'Bitcoin'}, {'start': 27, 'end': 34, 'tag': 'Crypto'}], 'mentions': [{'start': 114, 'end': 130, 'username': 'CryptoSavingExp'}, {'start': 140, 'end': 147, 'username': 'CityAM'}]}}",Bitcoin 🚀🌙,234443,1224,20232,880
1.4699511679878103e+18,sheeesh • sic parvis magna,2019-10-16T02:47:47.000Z,https://pbs.twimg.com/profile_images/1485284475756232710/4XIXBT9I_normal.jpg,Adyalyn,BeeCanI,1184299818857848833,False,"{'followers_count': 1098, 'following_count': 536, 'tweet_count': 95665, 'listed_count': 3}",https://t.co/tGkbLiiofI,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/tGkbLiiofI', 'expanded_url': 'http://radio.rctiplus.com/podcast/738/overview', 'display_url': 'radio.rctiplus.com/podcast/738/ov…'}]}}",,1098,536,95665,3
