donation,donation_amount,visit_id,user_id
1.0,287.0,5555695026,55886130.0
1.0,488.0,5555695027,55886131.0
1.0,525.0,5555695031,55886135.0
1.0,450.0,5555695034,55886138.0
1.0,525.0,5555695035,55886139.0
1.0,600.0,5555695039,55886143.0
1.0,450.0,5555695051,55886155.0
1.0,559.0,5555695052,55886156.0
1.0,525.0,5555695057,55886161.0
1.0,562.0,5555695059,55886163.0
1.0,488.0,5555695064,55886168.0
1.0,450.0,5555695074,55886178.0
1.0,600.0,5555695075,55886179.0
1.0,562.0,5555695076,55886180.0
1.0,444.0,5555695080,55886184.0
1.0,488.0,5555695081,55886185.0
1.0,525.0,5555695085,55886189.0
1.0,450.0,5555695087,55886191.0
1.0,450.0,5555695090,55886194.0
1.0,483.0,5555695093,55886197.0
1.0,600.0,5555695094,55886198.0
1.0,525.0,5555695096,55886200.0
1.0,597.0,5555695097,55886201.0
1.0,600.0,5555695098,55886202.0
1.0,508.0,5555695099,55886203.0
1.0,525.0,5555695101,55886205.0
1.0,600.0,5555695106,55886210.0
1.0,450.0,5555695111,55886215.0
1.0,525.0,5555695113,55886217.0
1.0,508.0,5555695117,55886221.0
1.0,600.0,5555695120,55886224.0
1.0,532.0,5555695125,55886229.0
1.0,478.0,5555695126,55886230.0
1.0,528.0,5555695127,55886231.0
1.0,450.0,5555695128,55886232.0
1.0,469.0,5555695131,55886235.0
1.0,488.0,5555695135,55886239.0
1.0,423.0,5555695137,55886241.0
1.0,600.0,5555695139,55886243.0
1.0,600.0,5555695140,55886244.0
1.0,408.0,5555695141,55886245.0
1.0,488.0,5555695148,55886252.0
1.0,525.0,5555695151,55886255.0
1.0,450.0,5555695153,55886257.0
1.0,487.0,5555695162,55886266.0
1.0,600.0,5555695163,55886267.0
1.0,600.0,5555695166,55886270.0
1.0,562.0,5555695167,55886271.0
1.0,349.0,5555695170,55886274.0
1.0,525.0,5555695173,55886277.0
1.0,450.0,5555695180,55886284.0
1.0,600.0,5555695181,55886285.0
1.0,462.0,5555695184,55886288.0
1.0,562.0,5555695185,55886289.0
1.0,486.0,5555695186,55886290.0
1.0,562.0,5555695190,55886294.0
1.0,525.0,5555695191,55886295.0
1.0,597.0,5555695194,55886298.0
1.0,562.0,5555695196,55886300.0
1.0,539.0,5555695197,55886301.0
1.0,562.0,5555695205,55886309.0
1.0,450.0,5555695206,55886310.0
1.0,568.0,5555695209,55886313.0
1.0,600.0,5555695210,55886314.0
1.0,523.0,5555695214,55886318.0
1.0,466.0,5555695218,55886322.0
1.0,541.0,5555695221,55886325.0
1.0,525.0,5555695225,55886329.0
1.0,420.0,5555695229,55886333.0
1.0,418.0,5555695230,55886334.0
1.0,525.0,5555695234,55886338.0
1.0,481.0,5555695235,55886339.0
1.0,562.0,5555695239,55886343.0
1.0,600.0,5555695242,55886346.0
1.0,600.0,5555695248,55886352.0
1.0,525.0,5555695250,55886354.0
1.0,597.0,5555695254,55886358.0
1.0,533.0,5555695256,55886360.0
1.0,425.0,5555695258,55886362.0
1.0,568.0,5555695261,55886365.0
1.0,450.0,5555695263,55886367.0
1.0,525.0,5555695267,55886371.0
1.0,450.0,5555695268,55886372.0
1.0,488.0,5555695271,55886375.0
1.0,525.0,5555695276,55886380.0
1.0,450.0,5555695280,55886384.0
1.0,488.0,5555695283,55886387.0
1.0,569.0,5555695284,55886388.0
1.0,488.0,5555695285,55886389.0
1.0,600.0,5555695294,55886398.0
1.0,450.0,5555695295,55886399.0
1.0,562.0,5555695296,55886400.0
1.0,466.0,5555695297,55886401.0
1.0,525.0,5555695298,55886402.0
1.0,593.0,5555695306,55886410.0
1.0,40.0,5555695307,55886411.0
1.0,600.0,5555695309,55886413.0
1.0,525.0,5555695312,55886416.0
1.0,566.0,5555695315,55886419.0
1.0,509.0,5555695318,55886422.0
1.0,600.0,5555695319,55886423.0
1.0,562.0,5555695322,55886426.0
1.0,272.0,5555695330,55886434.0
1.0,572.0,5555695332,55886436.0
1.0,488.0,5555695342,55886446.0
1.0,562.0,5555695345,55886449.0
1.0,488.0,5555695349,55886453.0
1.0,395.0,5555695351,55886455.0
1.0,498.0,5555695353,55886457.0
1.0,600.0,5555695365,55886469.0
1.0,594.0,5555695366,55886470.0
1.0,600.0,5555695367,55886471.0
1.0,562.0,5555695371,55886475.0
1.0,562.0,5555695372,55886476.0
1.0,520.0,5555695377,55886481.0
1.0,450.0,5555695378,55886482.0
1.0,600.0,5555695380,55886484.0
1.0,525.0,5555695382,55886486.0
1.0,600.0,5555695383,55886487.0
1.0,492.0,5555695385,55886489.0
1.0,562.0,5555695386,55886490.0
1.0,597.0,5555695388,55886492.0
1.0,198.0,5555695390,55886494.0
1.0,450.0,5555695391,55886495.0
1.0,562.0,5555695392,55886496.0
1.0,500.0,5555695393,55886497.0
1.0,329.0,5555695394,55886498.0
1.0,537.0,5555695398,55886502.0
1.0,593.0,5555695403,55886507.0
1.0,600.0,5555695408,55886512.0
1.0,600.0,5555695413,55886517.0
1.0,600.0,5555695414,55886518.0
1.0,600.0,5555695417,55886521.0
1.0,525.0,5555695421,55886525.0
1.0,443.0,5555695425,55886529.0
1.0,600.0,5555695429,55886533.0
1.0,600.0,5555695434,55886538.0
1.0,525.0,5555695436,55886540.0
1.0,525.0,5555695438,55886542.0
1.0,600.0,5555695441,55886545.0
1.0,525.0,5555695442,55886546.0
1.0,529.0,5555695445,55886549.0
1.0,600.0,5555695446,55886550.0
1.0,450.0,5555695447,55886551.0
1.0,525.0,5555695448,55886552.0
1.0,600.0,5555695449,55886553.0
1.0,488.0,5555695451,55886555.0
1.0,565.0,5555695460,55886564.0
1.0,450.0,5555695461,55886565.0
1.0,600.0,5555695468,55886572.0
1.0,414.0,5555695473,55886577.0
1.0,600.0,5555695474,55886578.0
1.0,488.0,5555695475,55886579.0
1.0,468.0,5555695478,55886582.0
1.0,525.0,5555695481,55886585.0
1.0,488.0,5555695482,55886586.0
1.0,469.0,5555695484,55886588.0
1.0,600.0,5555695490,55886594.0
1.0,562.0,5555695491,55886595.0
1.0,525.0,5555695492,55886596.0
1.0,507.0,5555695494,55886598.0
1.0,488.0,5555695501,55886605.0
1.0,525.0,5555695508,55886612.0
1.0,562.0,5555695513,55886617.0
1.0,288.0,5555695518,55886622.0
1.0,488.0,5555695520,55886624.0
1.0,572.0,5555695524,55886628.0
1.0,450.0,5555695526,55886630.0
1.0,600.0,5555695529,55886633.0
1.0,600.0,5555695534,55886638.0
1.0,490.0,5555695546,55886650.0
1.0,450.0,5555695549,55886653.0
1.0,450.0,5555695552,55886656.0
1.0,525.0,5555695554,55886658.0
1.0,600.0,5555695555,55886659.0
1.0,600.0,5555695558,55886662.0
1.0,600.0,5555695559,55886663.0
1.0,488.0,5555695562,55886666.0
1.0,539.0,5555695564,55886668.0
1.0,477.0,5555695566,55886670.0
1.0,488.0,5555695569,55886673.0
1.0,600.0,5555695573,55886677.0
1.0,600.0,5555695574,55886678.0
1.0,600.0,5555695575,55886679.0
1.0,2.0,5555695576,55886680.0
1.0,562.0,5555695579,55886683.0
1.0,562.0,5555695580,55886684.0
1.0,309.0,5555695581,55886685.0
1.0,600.0,5555695583,55886687.0
1.0,562.0,5555695586,55886690.0
1.0,450.0,5555695589,55886693.0
1.0,525.0,5555695596,55886700.0
1.0,461.0,5555695597,55886701.0
1.0,450.0,5555695602,55886706.0
1.0,570.0,5555695604,55886708.0
1.0,525.0,5555695606,55886710.0
1.0,600.0,5555695607,55886711.0
1.0,488.0,5555695610,55886714.0
1.0,531.0,5555695613,55886717.0
1.0,450.0,5555695617,55886721.0
1.0,525.0,5555695618,55886722.0
1.0,600.0,5555695623,55886727.0
1.0,525.0,5555695625,55886729.0
1.0,434.0,5555695626,55886730.0
1.0,450.0,5555695628,55886732.0
1.0,600.0,5555695629,55886733.0
1.0,562.0,5555695633,55886737.0
1.0,488.0,5555695641,55886745.0
1.0,600.0,5555695647,55886751.0
1.0,600.0,5555695651,55886755.0
1.0,450.0,5555695658,55886762.0
1.0,514.0,5555695659,55886763.0
1.0,525.0,5555695664,55886768.0
1.0,482.0,5555695665,55886769.0
1.0,488.0,5555695666,55886770.0
1.0,488.0,5555695671,55886775.0
1.0,600.0,5555695675,55886779.0
1.0,600.0,5555695677,55886781.0
1.0,230.0,5555695682,55886786.0
1.0,525.0,5555695683,55886787.0
1.0,450.0,5555695684,55886788.0
1.0,450.0,5555695685,55886789.0
1.0,562.0,5555695689,55886793.0
1.0,562.0,5555695692,55886796.0
1.0,451.0,5555695695,55886799.0
1.0,600.0,5555695699,55886803.0
1.0,450.0,5555695700,55886804.0
1.0,600.0,5555695703,55886807.0
1.0,477.0,5555695708,55886812.0
1.0,569.0,5555695710,55886814.0
1.0,465.0,5555695712,55886816.0
1.0,600.0,5555695718,55886822.0
1.0,525.0,5555695719,55886823.0
1.0,600.0,5555695722,55886826.0
1.0,488.0,5555695724,55886828.0
1.0,525.0,5555695727,55886831.0
1.0,600.0,5555695732,55886836.0
1.0,496.0,5555695733,55886837.0
1.0,450.0,5555695737,55886841.0
1.0,359.0,5555695741,55886845.0
1.0,450.0,5555695742,55886846.0
1.0,473.0,5555695749,55886853.0
1.0,600.0,5555695760,55886864.0
1.0,424.0,5555695766,55886870.0
1.0,600.0,5555695768,55886872.0
1.0,600.0,5555695772,55886876.0
1.0,450.0,5555695773,55886877.0
1.0,562.0,5555695774,55886878.0
1.0,466.0,5555695778,55886882.0
1.0,600.0,5555695779,55886883.0
1.0,562.0,5555695781,55886885.0
1.0,600.0,5555695782,55886886.0
1.0,488.0,5555695788,55886892.0
1.0,531.0,5555695791,55886895.0
1.0,562.0,5555695795,55886899.0
1.0,541.0,5555695802,55886906.0
1.0,488.0,5555695805,55886909.0
1.0,525.0,5555695806,55886910.0
1.0,512.0,5555695807,55886911.0
1.0,600.0,5555695808,55886912.0
1.0,600.0,5555695809,55886913.0
1.0,429.0,5555695810,55886914.0
1.0,600.0,5555695811,55886915.0
1.0,525.0,5555695812,55886916.0
1.0,450.0,5555695815,55886919.0
1.0,562.0,5555695817,55886921.0
1.0,600.0,5555695818,55886922.0
1.0,451.0,5555695819,55886923.0
1.0,473.0,5555695828,55886932.0
1.0,595.0,5555695829,55886933.0
1.0,450.0,5555695831,55886935.0
1.0,507.0,5555695832,55886936.0
1.0,525.0,5555695838,55886942.0
1.0,488.0,5555695842,55886946.0
1.0,393.0,5555695845,55886949.0
1.0,525.0,5555695848,55886952.0
1.0,536.0,5555695850,55886954.0
1.0,442.0,5555695857,55886961.0
1.0,433.0,5555695858,55886962.0
1.0,553.0,5555695862,55886966.0
1.0,446.0,5555695865,55886969.0
1.0,600.0,5555695869,55886973.0
1.0,488.0,5555695870,55886974.0
1.0,488.0,5555695874,55886978.0
1.0,600.0,5555695879,55886983.0
1.0,475.0,5555695882,55886986.0
1.0,600.0,5555695885,55886989.0
1.0,525.0,5555695889,55886993.0
1.0,600.0,5555695890,55886994.0
1.0,600.0,5555695892,55886996.0
1.0,552.0,5555695895,55886999.0
1.0,600.0,5555695896,55887000.0
1.0,562.0,5555695898,55887002.0
1.0,450.0,5555695901,55887005.0
1.0,488.0,5555695903,55887007.0
1.0,50.0,5555695908,55887012.0
1.0,562.0,5555695911,55887015.0
1.0,515.0,5555695912,55887016.0
1.0,600.0,5555695913,55887017.0
1.0,171.0,5555695916,55887020.0
1.0,505.0,5555695917,55887021.0
1.0,600.0,5555695918,55887022.0
1.0,578.0,5555695920,55887024.0
1.0,600.0,5555695924,55887028.0
1.0,450.0,5555695927,55887031.0
1.0,77.0,5555695935,55887039.0
1.0,587.0,5555695939,55887043.0
1.0,450.0,5555695941,55887045.0
1.0,488.0,5555695947,55887051.0
1.0,579.0,5555695950,55887054.0
1.0,600.0,5555695951,55887055.0
1.0,589.0,5555695953,55887057.0
1.0,488.0,5555695954,55887058.0
1.0,488.0,5555695955,55887059.0
1.0,450.0,5555695956,55887060.0
1.0,600.0,5555695959,55887063.0
1.0,519.0,5555695965,55887069.0
1.0,562.0,5555695966,55887070.0
1.0,441.0,5555695975,55887079.0
1.0,488.0,5555695976,55887080.0
1.0,450.0,5555695979,55887083.0
1.0,525.0,5555695987,55887091.0
1.0,484.0,5555695988,55887092.0
1.0,525.0,5555695989,55887093.0
1.0,525.0,5555695991,55887095.0
1.0,543.0,5555695992,55887096.0
1.0,525.0,5555695995,55887099.0
1.0,560.0,5555695996,55887100.0
1.0,525.0,5555696002,55887106.0
1.0,527.0,5555696005,55887109.0
1.0,525.0,5555696006,55887110.0
1.0,562.0,5555696007,55887111.0
1.0,525.0,5555696009,55887113.0
1.0,600.0,5555696010,55887114.0
1.0,600.0,5555696013,55887117.0
1.0,443.0,5555696014,55887118.0
1.0,419.0,5555696015,55887119.0
1.0,600.0,5555696017,55887121.0
1.0,488.0,5555696018,55887122.0
1.0,450.0,5555696021,55887125.0
1.0,554.0,5555696023,55887127.0
1.0,422.0,5555696024,55887128.0
1.0,599.0,5555696026,55887130.0
1.0,488.0,5555696028,55887132.0
1.0,600.0,5555696030,55887134.0
1.0,450.0,5555696033,55887137.0
1.0,405.0,5555696034,55887138.0
1.0,582.0,5555696037,55887141.0
1.0,562.0,5555696038,55887142.0
1.0,538.0,5555696041,55887145.0
1.0,600.0,5555696042,55887146.0
1.0,562.0,5555696044,55887148.0
1.0,545.0,5555696045,55887149.0
1.0,525.0,5555696047,55887151.0
1.0,525.0,5555696050,55887154.0
1.0,488.0,5555696052,55887156.0
1.0,450.0,5555696063,55887167.0
1.0,550.0,5555696067,55887171.0
1.0,600.0,5555696068,55887172.0
1.0,450.0,5555696076,55887180.0
1.0,600.0,5555696078,55887182.0
1.0,453.0,5555696081,55887185.0
1.0,600.0,5555696082,55887186.0
1.0,497.0,5555696085,55887189.0
1.0,488.0,5555696089,55887193.0
1.0,562.0,5555696090,55887194.0
1.0,450.0,5555696095,55887199.0
1.0,600.0,5555696097,55887201.0
1.0,562.0,5555696101,55887205.0
1.0,600.0,5555696104,55887208.0
1.0,525.0,5555696105,55887209.0
1.0,525.0,5555696112,55887216.0
1.0,450.0,5555696114,55887218.0
1.0,600.0,5555696115,55887219.0
1.0,424.0,5555696117,55887221.0
1.0,600.0,5555696121,55887225.0
1.0,395.0,5555696127,55887231.0
1.0,562.0,5555696128,55887232.0
1.0,600.0,5555696132,55887236.0
1.0,460.0,5555696133,55887237.0
1.0,549.0,5555696136,55887240.0
1.0,450.0,5555696137,55887241.0
1.0,450.0,5555696145,55887249.0
1.0,450.0,5555696149,55887253.0
1.0,539.0,5555696150,55887254.0
1.0,442.0,5555696152,55887256.0
1.0,500.0,5555696156,55887260.0
1.0,488.0,5555696160,55887264.0
1.0,564.0,5555696166,55887270.0
1.0,526.0,5555696169,55887273.0
1.0,600.0,5555696172,55887276.0
1.0,600.0,5555696173,55887277.0
1.0,497.0,5555696180,55887284.0
1.0,488.0,5555696183,55887287.0
1.0,600.0,5555696186,55887290.0
1.0,409.0,5555696189,55887293.0
1.0,200.0,5555696192,55887296.0
1.0,488.0,5555696194,55887298.0
1.0,600.0,5555696196,55887300.0
1.0,600.0,5555696207,55887311.0
1.0,508.0,5555696209,55887313.0
1.0,600.0,5555696214,55887318.0
1.0,525.0,5555696215,55887319.0
1.0,175.0,5555696218,55887322.0
1.0,600.0,5555696219,55887323.0
1.0,562.0,5555696220,55887324.0
1.0,515.0,5555696222,55887326.0
1.0,505.0,5555696226,55887330.0
1.0,540.0,5555696234,55887338.0
1.0,488.0,5555696235,55887339.0
1.0,468.0,5555696236,55887340.0
1.0,361.0,5555696239,55887343.0
1.0,562.0,5555696240,55887344.0
1.0,488.0,5555696243,55887347.0
1.0,458.0,5555696249,55887353.0
1.0,424.0,5555696256,55887360.0
1.0,562.0,5555696263,55887367.0
1.0,567.0,5555696266,55887370.0
1.0,450.0,5555696279,55887383.0
1.0,562.0,5555696280,55887384.0
1.0,599.0,5555696281,55887385.0
1.0,600.0,5555696284,55887388.0
1.0,525.0,5555696285,55887389.0
1.0,600.0,5555696288,55887392.0
1.0,562.0,5555696290,55887394.0
1.0,562.0,5555696292,55887396.0
1.0,525.0,5555696294,55887398.0
1.0,600.0,5555696297,55887401.0
1.0,488.0,5555696302,55887406.0
1.0,432.0,5555696307,55887411.0
1.0,600.0,5555696310,55887414.0
1.0,600.0,5555696317,55887421.0
1.0,417.0,5555696321,55887425.0
1.0,484.0,5555696324,55887428.0
1.0,447.0,5555696329,55887433.0
1.0,451.0,5555696330,55887434.0
1.0,600.0,5555696331,55887435.0
1.0,450.0,5555696336,55887440.0
1.0,600.0,5555696337,55887441.0
1.0,536.0,5555696345,55887449.0
1.0,600.0,5555696346,55887450.0
1.0,454.0,5555696348,55887452.0
1.0,489.0,5555696352,55887456.0
1.0,600.0,5555696359,55887463.0
1.0,600.0,5555696365,55887469.0
1.0,450.0,5555696367,55887471.0
1.0,477.0,5555696368,55887472.0
1.0,418.0,5555696369,55887473.0
1.0,600.0,5555696372,55887476.0
1.0,585.0,5555696376,55887480.0
1.0,445.0,5555696379,55887483.0
1.0,513.0,5555696380,55887484.0
1.0,600.0,5555696384,55887488.0
1.0,585.0,5555696386,55887490.0
1.0,600.0,5555696387,55887491.0
1.0,439.0,5555696390,55887494.0
1.0,525.0,5555696391,55887495.0
1.0,488.0,5555696392,55887496.0
1.0,450.0,5555696397,55887501.0
1.0,525.0,5555696398,55887502.0
1.0,562.0,5555696401,55887505.0
1.0,562.0,5555696403,55887507.0
1.0,562.0,5555696414,55887518.0
1.0,600.0,5555696418,55887522.0
1.0,488.0,5555696419,55887523.0
1.0,600.0,5555696422,55887526.0
1.0,421.0,5555696427,55887531.0
1.0,600.0,5555696428,55887532.0
1.0,446.0,5555696429,55887533.0
1.0,581.0,5555696430,55887534.0
1.0,142.0,5555696432,55887536.0
1.0,450.0,5555696434,55887538.0
1.0,562.0,5555696435,55887539.0
1.0,518.0,5555696439,55887543.0
1.0,450.0,5555696441,55887545.0
1.0,562.0,5555696442,55887546.0
1.0,562.0,5555696443,55887547.0
1.0,600.0,5555696452,55887556.0
1.0,481.0,5555696457,55887561.0
1.0,450.0,5555696458,55887562.0
1.0,525.0,5555696459,55887563.0
1.0,600.0,5555696461,55887565.0
1.0,567.0,5555696470,55887574.0
1.0,543.0,5555696471,55887575.0
1.0,600.0,5555696476,55887580.0
1.0,562.0,5555696478,55887582.0
1.0,441.0,5555696481,55887585.0
1.0,562.0,5555696482,55887586.0
1.0,589.0,5555696485,55887589.0
1.0,600.0,5555696487,55887591.0
1.0,479.0,5555696490,55887594.0
1.0,600.0,5555696491,55887595.0
1.0,450.0,5555696493,55887597.0
1.0,600.0,5555696498,55887602.0
1.0,600.0,5555696500,55887604.0
1.0,600.0,5555696502,55887606.0
1.0,525.0,5555696503,55887607.0
1.0,600.0,5555696505,55887609.0
1.0,537.0,5555696510,55887614.0
1.0,488.0,5555696512,55887616.0
1.0,450.0,5555696515,55887619.0
1.0,425.0,5555696518,55887622.0
1.0,578.0,5555696523,55887627.0
1.0,461.0,5555696524,55887628.0
1.0,566.0,5555696528,55887632.0
1.0,600.0,5555696530,55887634.0
1.0,488.0,5555696538,55887642.0
1.0,600.0,5555696540,55887644.0
1.0,488.0,5555696543,55887647.0
1.0,488.0,5555696545,55887649.0
1.0,579.0,5555696547,55887651.0
1.0,450.0,5555696548,55887652.0
1.0,535.0,5555696550,55887654.0
1.0,562.0,5555696552,55887656.0
1.0,600.0,5555696555,55887659.0
1.0,452.0,5555696558,55887662.0
1.0,488.0,5555696563,55887667.0
1.0,456.0,5555696564,55887668.0
1.0,450.0,5555696565,55887669.0
1.0,414.0,5555696569,55887673.0
1.0,525.0,5555696578,55887682.0
1.0,567.0,5555696579,55887683.0
1.0,525.0,5555696580,55887684.0
1.0,525.0,5555696586,55887690.0
1.0,445.0,5555696590,55887694.0
1.0,562.0,5555696592,55887696.0
1.0,260.0,5555696594,55887698.0
1.0,600.0,5555696598,55887702.0
1.0,562.0,5555696608,55887712.0
1.0,454.0,5555696609,55887713.0
1.0,525.0,5555696612,55887716.0
1.0,178.0,5555696613,55887717.0
1.0,525.0,5555696621,55887725.0
1.0,600.0,5555696622,55887726.0
1.0,471.0,5555696623,55887727.0
1.0,450.0,5555696630,55887734.0
1.0,562.0,5555696631,55887735.0
1.0,488.0,5555696632,55887736.0
1.0,432.0,5555696638,55887742.0
1.0,450.0,5555696639,55887743.0
1.0,519.0,5555696643,55887747.0
1.0,449.0,5555696648,55887752.0
1.0,600.0,5555696649,55887753.0
1.0,525.0,5555696652,55887756.0
1.0,525.0,5555696656,55887760.0
1.0,525.0,5555696660,55887764.0
1.0,488.0,5555696662,55887766.0
1.0,600.0,5555696664,55887768.0
1.0,488.0,5555696670,55887774.0
1.0,600.0,5555696672,55887776.0
1.0,449.0,5555696675,55887779.0
1.0,579.0,5555696676,55887780.0
1.0,444.0,5555696680,55887784.0
1.0,562.0,5555696681,55887785.0
1.0,453.0,5555696688,55887792.0
1.0,525.0,5555696689,55887793.0
1.0,590.0,5555696693,55887797.0
1.0,525.0,5555696694,55887798.0
1.0,488.0,5555696695,55887799.0
1.0,600.0,5555696696,55887800.0
1.0,562.0,5555696699,55887803.0
1.0,590.0,5555696701,55887805.0
1.0,488.0,5555696704,55887808.0
1.0,600.0,5555696705,55887809.0
1.0,525.0,5555696706,55887810.0
1.0,600.0,5555696711,55887815.0
1.0,450.0,5555696712,55887816.0
1.0,600.0,5555696716,55887820.0
1.0,600.0,5555696720,55887824.0
1.0,562.0,5555696724,55887828.0
1.0,474.0,5555696726,55887830.0
1.0,450.0,5555696727,55887831.0
1.0,525.0,5555696730,55887834.0
1.0,488.0,5555696731,55887835.0
1.0,476.0,5555696735,55887839.0
1.0,488.0,5555696736,55887840.0
1.0,450.0,5555696738,55887842.0
1.0,600.0,5555696739,55887843.0
1.0,450.0,5555696740,55887844.0
1.0,488.0,5555696741,55887845.0
1.0,525.0,5555696742,55887846.0
1.0,488.0,5555696744,55887848.0
1.0,450.0,5555696746,55887850.0
1.0,450.0,5555696749,55887853.0
1.0,562.0,5555696752,55887856.0
1.0,600.0,5555696759,55887863.0
1.0,434.0,5555696765,55887869.0
1.0,491.0,5555696770,55887874.0
1.0,525.0,5555696774,55887878.0
1.0,600.0,5555696777,55887881.0
1.0,488.0,5555696778,55887882.0
1.0,525.0,5555696781,55887885.0
1.0,488.0,5555696783,55887887.0
1.0,455.0,5555696791,55887895.0
1.0,562.0,5555696793,55887897.0
1.0,600.0,5555696795,55887899.0
1.0,486.0,5555696798,55887902.0
1.0,450.0,5555696800,55887904.0
1.0,450.0,5555696802,55887906.0
1.0,430.0,5555696804,55887908.0
1.0,562.0,5555696816,55887920.0
1.0,488.0,5555696817,55887921.0
1.0,480.0,5555696818,55887922.0
1.0,562.0,5555696822,55887926.0
1.0,554.0,5555696827,55887931.0
1.0,488.0,5555696833,55887937.0
1.0,600.0,5555696836,55887940.0
1.0,562.0,5555696838,55887942.0
1.0,562.0,5555696843,55887947.0
1.0,488.0,5555696844,55887948.0
1.0,418.0,5555696845,55887949.0
1.0,590.0,5555696847,55887951.0
1.0,562.0,5555696852,55887956.0
1.0,413.0,5555696853,55887957.0
1.0,600.0,5555696856,55887960.0
1.0,542.0,5555696857,55887961.0
1.0,600.0,5555696858,55887962.0
1.0,525.0,5555696859,55887963.0
1.0,444.0,5555696861,55887965.0
1.0,488.0,5555696874,55887978.0
1.0,525.0,5555696876,55887980.0
1.0,600.0,5555696879,55887983.0
1.0,580.0,5555696882,55887986.0
1.0,589.0,5555696883,55887987.0
1.0,600.0,5555696886,55887990.0
1.0,450.0,5555696887,55887991.0
1.0,562.0,5555696888,55887992.0
1.0,525.0,5555696890,55887994.0
1.0,562.0,5555696891,55887995.0
1.0,483.0,5555696894,55887998.0
1.0,488.0,5555696897,55888001.0
1.0,428.0,5555696903,55888007.0
1.0,600.0,5555696904,55888008.0
1.0,525.0,5555696907,55888011.0
1.0,600.0,5555696908,55888012.0
1.0,531.0,5555696915,55888019.0
1.0,600.0,5555696916,55888020.0
1.0,600.0,5555696919,55888023.0
1.0,501.0,5555696920,55888024.0
1.0,600.0,5555696923,55888027.0
1.0,560.0,5555696925,55888029.0
1.0,413.0,5555696926,55888030.0
1.0,600.0,5555696927,55888031.0
1.0,572.0,5555696934,55888038.0
1.0,541.0,5555696935,55888039.0
1.0,525.0,5555696937,55888041.0
