campaign,session_id,user_id
1.0,5555694891,55885995.0
,5555694892,55885996.0
,5555694893,55885997.0
1.0,5555694894,55885998.0
1.0,5555694895,55885999.0
,5555694896,55886000.0
1.0,5555694897,55886001.0
1.0,5555694898,55886002.0
1.0,5555694899,55886003.0
,5555694900,55886004.0
1.0,5555694901,55886005.0
1.0,5555694902,55886006.0
,5555694903,55886007.0
,5555694904,55886008.0
,5555694905,55886009.0
1.0,5555694906,55886010.0
1.0,5555694907,55886011.0
1.0,5555694908,55886012.0
,5555694909,55886013.0
1.0,5555694910,55886014.0
1.0,5555694911,55886015.0
,5555694912,55886016.0
1.0,5555694913,55886017.0
1.0,5555694914,55886018.0
,5555694915,55886019.0
,5555694916,55886020.0
,5555694917,55886021.0
1.0,5555694918,55886022.0
1.0,5555694919,55886023.0
,5555694920,55886024.0
1.0,5555694921,55886025.0
1.0,5555694922,55886026.0
1.0,5555694923,55886027.0
1.0,5555694924,55886028.0
1.0,5555694925,55886029.0
,5555694926,55886030.0
1.0,5555694927,55886031.0
1.0,5555694928,55886032.0
,5555694929,55886033.0
1.0,5555694930,55886034.0
1.0,5555694931,55886035.0
1.0,5555694932,55886036.0
1.0,5555694933,55886037.0
,5555694934,55886038.0
1.0,5555694935,55886039.0
,5555694936,55886040.0
1.0,5555694937,55886041.0
1.0,5555694938,55886042.0
,5555694939,55886043.0
1.0,5555694940,55886044.0
1.0,5555694941,55886045.0
1.0,5555694942,55886046.0
1.0,5555694943,55886047.0
1.0,5555694944,55886048.0
,5555694945,55886049.0
1.0,5555694946,55886050.0
,5555694947,55886051.0
1.0,5555694948,55886052.0
,5555694949,55886053.0
1.0,5555694950,55886054.0
1.0,5555694951,55886055.0
1.0,5555694952,55886056.0
1.0,5555694953,55886057.0
1.0,5555694954,55886058.0
1.0,5555694955,55886059.0
1.0,5555694956,55886060.0
1.0,5555694957,55886061.0
1.0,5555694958,55886062.0
1.0,5555694959,55886063.0
1.0,5555694960,55886064.0
1.0,5555694961,55886065.0
1.0,5555694962,55886066.0
1.0,5555694963,55886067.0
,5555694964,55886068.0
1.0,5555694965,55886069.0
1.0,5555694966,55886070.0
1.0,5555694967,55886071.0
1.0,5555694968,55886072.0
1.0,5555694969,55886073.0
,5555694970,55886074.0
1.0,5555694971,55886075.0
,5555694972,55886076.0
1.0,5555694973,55886077.0
,5555694974,55886078.0
,5555694975,55886079.0
1.0,5555694976,55886080.0
1.0,5555694977,55886081.0
1.0,5555694978,55886082.0
1.0,5555694979,55886083.0
1.0,5555694980,55886084.0
1.0,5555694981,55886085.0
,5555694982,55886086.0
1.0,5555694983,55886087.0
1.0,5555694984,55886088.0
1.0,5555694985,55886089.0
1.0,5555694986,55886090.0
1.0,5555694987,55886091.0
1.0,5555694988,55886092.0
1.0,5555694989,55886093.0
,5555694990,55886094.0
1.0,5555694991,55886095.0
1.0,5555694992,55886096.0
,5555694993,55886097.0
1.0,5555694994,55886098.0
1.0,5555694995,55886099.0
1.0,5555694996,55886100.0
1.0,5555694997,55886101.0
1.0,5555694998,55886102.0
1.0,5555694999,55886103.0
1.0,5555695000,55886104.0
,5555695001,55886105.0
,5555695002,55886106.0
,5555695003,55886107.0
1.0,5555695004,55886108.0
1.0,5555695005,55886109.0
1.0,5555695006,55886110.0
1.0,5555695007,55886111.0
,5555695008,55886112.0
1.0,5555695009,55886113.0
1.0,5555695010,55886114.0
1.0,5555695011,55886115.0
1.0,5555695012,55886116.0
1.0,5555695013,55886117.0
,5555695014,55886118.0
,5555695015,55886119.0
1.0,5555695016,55886120.0
1.0,5555695017,55886121.0
1.0,5555695018,55886122.0
1.0,5555695019,55886123.0
1.0,5555695020,55886124.0
1.0,5555695021,55886125.0
1.0,5555695022,55886126.0
,5555695023,55886127.0
,5555695024,55886128.0
,5555695025,55886129.0
1.0,5555695026,55886130.0
1.0,5555695027,55886131.0
,5555695028,55886132.0
,5555695029,55886133.0
1.0,5555695030,55886134.0
1.0,5555695031,55886135.0
1.0,5555695032,55886136.0
1.0,5555695033,55886137.0
1.0,5555695034,55886138.0
1.0,5555695035,55886139.0
,5555695036,55886140.0
,5555695037,55886141.0
1.0,5555695038,55886142.0
1.0,5555695039,55886143.0
,5555695040,55886144.0
1.0,5555695041,55886145.0
,5555695042,55886146.0
,5555695043,55886147.0
,5555695044,55886148.0
1.0,5555695045,55886149.0
1.0,5555695046,55886150.0
1.0,5555695047,55886151.0
1.0,5555695048,55886152.0
,5555695049,55886153.0
1.0,5555695050,55886154.0
1.0,5555695051,55886155.0
1.0,5555695052,55886156.0
,5555695053,55886157.0
,5555695054,55886158.0
,5555695055,55886159.0
,5555695056,55886160.0
1.0,5555695057,55886161.0
1.0,5555695058,55886162.0
1.0,5555695059,55886163.0
,5555695060,55886164.0
1.0,5555695061,55886165.0
,5555695062,55886166.0
,5555695063,55886167.0
1.0,5555695064,55886168.0
,5555695065,55886169.0
1.0,5555695066,55886170.0
1.0,5555695067,55886171.0
1.0,5555695068,55886172.0
1.0,5555695069,55886173.0
1.0,5555695070,55886174.0
,5555695071,55886175.0
,5555695072,55886176.0
,5555695073,55886177.0
1.0,5555695074,55886178.0
1.0,5555695075,55886179.0
1.0,5555695076,55886180.0
,5555695077,55886181.0
1.0,5555695078,55886182.0
1.0,5555695079,55886183.0
1.0,5555695080,55886184.0
1.0,5555695081,55886185.0
,5555695082,55886186.0
1.0,5555695083,55886187.0
,5555695084,55886188.0
1.0,5555695085,55886189.0
1.0,5555695086,55886190.0
1.0,5555695087,55886191.0
,5555695088,55886192.0
,5555695089,55886193.0
1.0,5555695090,55886194.0
1.0,5555695091,55886195.0
,5555695092,55886196.0
1.0,5555695093,55886197.0
1.0,5555695094,55886198.0
,5555695095,55886199.0
1.0,5555695096,55886200.0
1.0,5555695097,55886201.0
1.0,5555695098,55886202.0
1.0,5555695099,55886203.0
1.0,5555695100,55886204.0
1.0,5555695101,55886205.0
1.0,5555695102,55886206.0
,5555695103,55886207.0
,5555695104,55886208.0
,5555695105,55886209.0
1.0,5555695106,55886210.0
1.0,5555695107,55886211.0
,5555695108,55886212.0
,5555695109,55886213.0
1.0,5555695110,55886214.0
1.0,5555695111,55886215.0
1.0,5555695112,55886216.0
1.0,5555695113,55886217.0
,5555695114,55886218.0
1.0,5555695115,55886219.0
,5555695116,55886220.0
1.0,5555695117,55886221.0
,5555695118,55886222.0
1.0,5555695119,55886223.0
1.0,5555695120,55886224.0
1.0,5555695121,55886225.0
,5555695122,55886226.0
,5555695123,55886227.0
,5555695124,55886228.0
1.0,5555695125,55886229.0
,5555695126,55886230.0
1.0,5555695127,55886231.0
1.0,5555695128,55886232.0
1.0,5555695129,55886233.0
,5555695130,55886234.0
1.0,5555695131,55886235.0
,5555695132,55886236.0
,5555695133,55886237.0
1.0,5555695134,55886238.0
1.0,5555695135,55886239.0
1.0,5555695136,55886240.0
1.0,5555695137,55886241.0
1.0,5555695138,55886242.0
1.0,5555695139,55886243.0
1.0,5555695140,55886244.0
1.0,5555695141,55886245.0
1.0,5555695142,55886246.0
1.0,5555695143,55886247.0
,5555695144,55886248.0
,5555695145,55886249.0
1.0,5555695146,55886250.0
,5555695147,55886251.0
1.0,5555695148,55886252.0
1.0,5555695149,55886253.0
1.0,5555695150,55886254.0
1.0,5555695151,55886255.0
1.0,5555695152,55886256.0
1.0,5555695153,55886257.0
,5555695154,55886258.0
,5555695155,55886259.0
,5555695156,55886260.0
1.0,5555695157,55886261.0
,5555695158,55886262.0
,5555695159,55886263.0
,5555695160,55886264.0
1.0,5555695161,55886265.0
1.0,5555695162,55886266.0
1.0,5555695163,55886267.0
,5555695164,55886268.0
1.0,5555695165,55886269.0
1.0,5555695166,55886270.0
1.0,5555695167,55886271.0
,5555695168,55886272.0
1.0,5555695169,55886273.0
1.0,5555695170,55886274.0
1.0,5555695171,55886275.0
,5555695172,55886276.0
1.0,5555695173,55886277.0
1.0,5555695174,55886278.0
1.0,5555695175,55886279.0
1.0,5555695176,55886280.0
1.0,5555695177,55886281.0
1.0,5555695178,55886282.0
1.0,5555695179,55886283.0
1.0,5555695180,55886284.0
1.0,5555695181,55886285.0
,5555695182,55886286.0
1.0,5555695183,55886287.0
1.0,5555695184,55886288.0
1.0,5555695185,55886289.0
1.0,5555695186,55886290.0
1.0,5555695187,55886291.0
,5555695188,55886292.0
1.0,5555695189,55886293.0
1.0,5555695190,55886294.0
1.0,5555695191,55886295.0
,5555695192,55886296.0
,5555695193,55886297.0
1.0,5555695194,55886298.0
,5555695195,55886299.0
1.0,5555695196,55886300.0
1.0,5555695197,55886301.0
1.0,5555695198,55886302.0
1.0,5555695199,55886303.0
,5555695200,55886304.0
,5555695201,55886305.0
1.0,5555695202,55886306.0
1.0,5555695203,55886307.0
,5555695204,55886308.0
1.0,5555695205,55886309.0
1.0,5555695206,55886310.0
,5555695207,55886311.0
1.0,5555695208,55886312.0
1.0,5555695209,55886313.0
1.0,5555695210,55886314.0
1.0,5555695211,55886315.0
1.0,5555695212,55886316.0
1.0,5555695213,55886317.0
,5555695214,55886318.0
1.0,5555695215,55886319.0
,5555695216,55886320.0
1.0,5555695217,55886321.0
1.0,5555695218,55886322.0
,5555695219,55886323.0
,5555695220,55886324.0
1.0,5555695221,55886325.0
1.0,5555695222,55886326.0
,5555695223,55886327.0
,5555695224,55886328.0
1.0,5555695225,55886329.0
,5555695226,55886330.0
1.0,5555695227,55886331.0
,5555695228,55886332.0
1.0,5555695229,55886333.0
1.0,5555695230,55886334.0
1.0,5555695231,55886335.0
,5555695232,55886336.0
,5555695233,55886337.0
1.0,5555695234,55886338.0
,5555695235,55886339.0
1.0,5555695236,55886340.0
1.0,5555695237,55886341.0
,5555695238,55886342.0
1.0,5555695239,55886343.0
1.0,5555695240,55886344.0
,5555695241,55886345.0
1.0,5555695242,55886346.0
,5555695243,55886347.0
1.0,5555695244,55886348.0
1.0,5555695245,55886349.0
1.0,5555695246,55886350.0
,5555695247,55886351.0
1.0,5555695248,55886352.0
,5555695249,55886353.0
1.0,5555695250,55886354.0
,5555695251,55886355.0
1.0,5555695252,55886356.0
,5555695253,55886357.0
1.0,5555695254,55886358.0
,5555695255,55886359.0
1.0,5555695256,55886360.0
1.0,5555695257,55886361.0
1.0,5555695258,55886362.0
1.0,5555695259,55886363.0
1.0,5555695260,55886364.0
1.0,5555695261,55886365.0
1.0,5555695262,55886366.0
1.0,5555695263,55886367.0
,5555695264,55886368.0
1.0,5555695265,55886369.0
,5555695266,55886370.0
1.0,5555695267,55886371.0
1.0,5555695268,55886372.0
,5555695269,55886373.0
1.0,5555695270,55886374.0
1.0,5555695271,55886375.0
1.0,5555695272,55886376.0
1.0,5555695273,55886377.0
1.0,5555695274,55886378.0
,5555695275,55886379.0
1.0,5555695276,55886380.0
,5555695277,55886381.0
1.0,5555695278,55886382.0
,5555695279,55886383.0
1.0,5555695280,55886384.0
1.0,5555695281,55886385.0
1.0,5555695282,55886386.0
1.0,5555695283,55886387.0
1.0,5555695284,55886388.0
1.0,5555695285,55886389.0
,5555695286,55886390.0
,5555695287,55886391.0
1.0,5555695288,55886392.0
1.0,5555695289,55886393.0
,5555695290,55886394.0
1.0,5555695291,55886395.0
,5555695292,55886396.0
1.0,5555695293,55886397.0
1.0,5555695294,55886398.0
1.0,5555695295,55886399.0
1.0,5555695296,55886400.0
1.0,5555695297,55886401.0
1.0,5555695298,55886402.0
1.0,5555695299,55886403.0
,5555695300,55886404.0
,5555695301,55886405.0
,5555695302,55886406.0
1.0,5555695303,55886407.0
1.0,5555695304,55886408.0
,5555695305,55886409.0
,5555695306,55886410.0
1.0,5555695307,55886411.0
,5555695308,55886412.0
1.0,5555695309,55886413.0
,5555695310,55886414.0
,5555695311,55886415.0
1.0,5555695312,55886416.0
,5555695313,55886417.0
,5555695314,55886418.0
1.0,5555695315,55886419.0
,5555695316,55886420.0
,5555695317,55886421.0
1.0,5555695318,55886422.0
1.0,5555695319,55886423.0
1.0,5555695320,55886424.0
1.0,5555695321,55886425.0
1.0,5555695322,55886426.0
,5555695323,55886427.0
1.0,5555695324,55886428.0
1.0,5555695325,55886429.0
1.0,5555695326,55886430.0
,5555695327,55886431.0
1.0,5555695328,55886432.0
1.0,5555695329,55886433.0
1.0,5555695330,55886434.0
1.0,5555695331,55886435.0
1.0,5555695332,55886436.0
1.0,5555695333,55886437.0
,5555695334,55886438.0
1.0,5555695335,55886439.0
,5555695336,55886440.0
1.0,5555695337,55886441.0
,5555695338,55886442.0
,5555695339,55886443.0
,5555695340,55886444.0
1.0,5555695341,55886445.0
1.0,5555695342,55886446.0
,5555695343,55886447.0
,5555695344,55886448.0
1.0,5555695345,55886449.0
1.0,5555695346,55886450.0
,5555695347,55886451.0
1.0,5555695348,55886452.0
1.0,5555695349,55886453.0
1.0,5555695350,55886454.0
1.0,5555695351,55886455.0
1.0,5555695352,55886456.0
,5555695353,55886457.0
1.0,5555695354,55886458.0
1.0,5555695355,55886459.0
1.0,5555695356,55886460.0
,5555695357,55886461.0
1.0,5555695358,55886462.0
,5555695359,55886463.0
,5555695360,55886464.0
1.0,5555695361,55886465.0
1.0,5555695362,55886466.0
1.0,5555695363,55886467.0
,5555695364,55886468.0
1.0,5555695365,55886469.0
1.0,5555695366,55886470.0
1.0,5555695367,55886471.0
1.0,5555695368,55886472.0
1.0,5555695369,55886473.0
,5555695370,55886474.0
1.0,5555695371,55886475.0
1.0,5555695372,55886476.0
1.0,5555695373,55886477.0
,5555695374,55886478.0
1.0,5555695375,55886479.0
,5555695376,55886480.0
1.0,5555695377,55886481.0
1.0,5555695378,55886482.0
,5555695379,55886483.0
1.0,5555695380,55886484.0
1.0,5555695381,55886485.0
1.0,5555695382,55886486.0
1.0,5555695383,55886487.0
1.0,5555695384,55886488.0
1.0,5555695385,55886489.0
1.0,5555695386,55886490.0
,5555695387,55886491.0
1.0,5555695388,55886492.0
,5555695389,55886493.0
1.0,5555695390,55886494.0
1.0,5555695391,55886495.0
1.0,5555695392,55886496.0
1.0,5555695393,55886497.0
1.0,5555695394,55886498.0
1.0,5555695395,55886499.0
,5555695396,55886500.0
,5555695397,55886501.0
1.0,5555695398,55886502.0
1.0,5555695399,55886503.0
,5555695400,55886504.0
1.0,5555695401,55886505.0
,5555695402,55886506.0
,5555695403,55886507.0
,5555695404,55886508.0
1.0,5555695405,55886509.0
,5555695406,55886510.0
,5555695407,55886511.0
1.0,5555695408,55886512.0
1.0,5555695409,55886513.0
1.0,5555695410,55886514.0
,5555695411,55886515.0
1.0,5555695412,55886516.0
1.0,5555695413,55886517.0
1.0,5555695414,55886518.0
1.0,5555695415,55886519.0
,5555695416,55886520.0
1.0,5555695417,55886521.0
,5555695418,55886522.0
,5555695419,55886523.0
1.0,5555695420,55886524.0
1.0,5555695421,55886525.0
,5555695422,55886526.0
,5555695423,55886527.0
1.0,5555695424,55886528.0
1.0,5555695425,55886529.0
1.0,5555695426,55886530.0
,5555695427,55886531.0
1.0,5555695428,55886532.0
1.0,5555695429,55886533.0
1.0,5555695430,55886534.0
,5555695431,55886535.0
,5555695432,55886536.0
,5555695433,55886537.0
1.0,5555695434,55886538.0
,5555695435,55886539.0
1.0,5555695436,55886540.0
,5555695437,55886541.0
1.0,5555695438,55886542.0
1.0,5555695439,55886543.0
,5555695440,55886544.0
1.0,5555695441,55886545.0
1.0,5555695442,55886546.0
,5555695443,55886547.0
1.0,5555695444,55886548.0
1.0,5555695445,55886549.0
,5555695446,55886550.0
1.0,5555695447,55886551.0
1.0,5555695448,55886552.0
1.0,5555695449,55886553.0
,5555695450,55886554.0
1.0,5555695451,55886555.0
1.0,5555695452,55886556.0
1.0,5555695453,55886557.0
1.0,5555695454,55886558.0
1.0,5555695455,55886559.0
,5555695456,55886560.0
,5555695457,55886561.0
,5555695458,55886562.0
1.0,5555695459,55886563.0
1.0,5555695460,55886564.0
1.0,5555695461,55886565.0
,5555695462,55886566.0
,5555695463,55886567.0
,5555695464,55886568.0
,5555695465,55886569.0
,5555695466,55886570.0
1.0,5555695467,55886571.0
1.0,5555695468,55886572.0
,5555695469,55886573.0
,5555695470,55886574.0
,5555695471,55886575.0
,5555695472,55886576.0
1.0,5555695473,55886577.0
1.0,5555695474,55886578.0
1.0,5555695475,55886579.0
,5555695476,55886580.0
,5555695477,55886581.0
1.0,5555695478,55886582.0
1.0,5555695479,55886583.0
1.0,5555695480,55886584.0
1.0,5555695481,55886585.0
1.0,5555695482,55886586.0
1.0,5555695483,55886587.0
1.0,5555695484,55886588.0
1.0,5555695485,55886589.0
,5555695486,55886590.0
1.0,5555695487,55886591.0
,5555695488,55886592.0
1.0,5555695489,55886593.0
1.0,5555695490,55886594.0
1.0,5555695491,55886595.0
1.0,5555695492,55886596.0
1.0,5555695493,55886597.0
1.0,5555695494,55886598.0
1.0,5555695495,55886599.0
1.0,5555695496,55886600.0
,5555695497,55886601.0
,5555695498,55886602.0
1.0,5555695499,55886603.0
,5555695500,55886604.0
1.0,5555695501,55886605.0
,5555695502,55886606.0
,5555695503,55886607.0
1.0,5555695504,55886608.0
1.0,5555695505,55886609.0
,5555695506,55886610.0
,5555695507,55886611.0
1.0,5555695508,55886612.0
1.0,5555695509,55886613.0
,5555695510,55886614.0
,5555695511,55886615.0
,5555695512,55886616.0
1.0,5555695513,55886617.0
,5555695514,55886618.0
,5555695515,55886619.0
,5555695516,55886620.0
,5555695517,55886621.0
1.0,5555695518,55886622.0
1.0,5555695519,55886623.0
1.0,5555695520,55886624.0
,5555695521,55886625.0
1.0,5555695522,55886626.0
,5555695523,55886627.0
,5555695524,55886628.0
1.0,5555695525,55886629.0
1.0,5555695526,55886630.0
,5555695527,55886631.0
1.0,5555695528,55886632.0
1.0,5555695529,55886633.0
1.0,5555695530,55886634.0
,5555695531,55886635.0
1.0,5555695532,55886636.0
1.0,5555695533,55886637.0
1.0,5555695534,55886638.0
,5555695535,55886639.0
1.0,5555695536,55886640.0
,5555695537,55886641.0
,5555695538,55886642.0
1.0,5555695539,55886643.0
,5555695540,55886644.0
,5555695541,55886645.0
,5555695542,55886646.0
1.0,5555695543,55886647.0
1.0,5555695544,55886648.0
,5555695545,55886649.0
1.0,5555695546,55886650.0
,5555695547,55886651.0
1.0,5555695548,55886652.0
1.0,5555695549,55886653.0
1.0,5555695550,55886654.0
,5555695551,55886655.0
1.0,5555695552,55886656.0
,5555695553,55886657.0
1.0,5555695554,55886658.0
1.0,5555695555,55886659.0
1.0,5555695556,55886660.0
,5555695557,55886661.0
1.0,5555695558,55886662.0
1.0,5555695559,55886663.0
,5555695560,55886664.0
1.0,5555695561,55886665.0
1.0,5555695562,55886666.0
1.0,5555695563,55886667.0
1.0,5555695564,55886668.0
,5555695565,55886669.0
1.0,5555695566,55886670.0
,5555695567,55886671.0
1.0,5555695568,55886672.0
1.0,5555695569,55886673.0
,5555695570,55886674.0
,5555695571,55886675.0
1.0,5555695572,55886676.0
1.0,5555695573,55886677.0
1.0,5555695574,55886678.0
1.0,5555695575,55886679.0
,5555695576,55886680.0
,5555695577,55886681.0
,5555695578,55886682.0
1.0,5555695579,55886683.0
1.0,5555695580,55886684.0
1.0,5555695581,55886685.0
1.0,5555695582,55886686.0
1.0,5555695583,55886687.0
1.0,5555695584,55886688.0
,5555695585,55886689.0
1.0,5555695586,55886690.0
,5555695587,55886691.0
1.0,5555695588,55886692.0
1.0,5555695589,55886693.0
1.0,5555695590,55886694.0
1.0,5555695591,55886695.0
1.0,5555695592,55886696.0
,5555695593,55886697.0
1.0,5555695594,55886698.0
1.0,5555695595,55886699.0
1.0,5555695596,55886700.0
,5555695597,55886701.0
,5555695598,55886702.0
1.0,5555695599,55886703.0
,5555695600,55886704.0
1.0,5555695601,55886705.0
1.0,5555695602,55886706.0
1.0,5555695603,55886707.0
1.0,5555695604,55886708.0
1.0,5555695605,55886709.0
1.0,5555695606,55886710.0
1.0,5555695607,55886711.0
1.0,5555695608,55886712.0
,5555695609,55886713.0
1.0,5555695610,55886714.0
1.0,5555695611,55886715.0
1.0,5555695612,55886716.0
,5555695613,55886717.0
1.0,5555695614,55886718.0
1.0,5555695615,55886719.0
,5555695616,55886720.0
1.0,5555695617,55886721.0
1.0,5555695618,55886722.0
1.0,5555695619,55886723.0
1.0,5555695620,55886724.0
1.0,5555695621,55886725.0
1.0,5555695622,55886726.0
1.0,5555695623,55886727.0
,5555695624,55886728.0
1.0,5555695625,55886729.0
1.0,5555695626,55886730.0
,5555695627,55886731.0
1.0,5555695628,55886732.0
1.0,5555695629,55886733.0
,5555695630,55886734.0
1.0,5555695631,55886735.0
1.0,5555695632,55886736.0
1.0,5555695633,55886737.0
,5555695634,55886738.0
1.0,5555695635,55886739.0
,5555695636,55886740.0
,5555695637,55886741.0
1.0,5555695638,55886742.0
,5555695639,55886743.0
,5555695640,55886744.0
1.0,5555695641,55886745.0
1.0,5555695642,55886746.0
,5555695643,55886747.0
1.0,5555695644,55886748.0
1.0,5555695645,55886749.0
1.0,5555695646,55886750.0
1.0,5555695647,55886751.0
1.0,5555695648,55886752.0
,5555695649,55886753.0
,5555695650,55886754.0
1.0,5555695651,55886755.0
1.0,5555695652,55886756.0
1.0,5555695653,55886757.0
1.0,5555695654,55886758.0
1.0,5555695655,55886759.0
1.0,5555695656,55886760.0
1.0,5555695657,55886761.0
1.0,5555695658,55886762.0
,5555695659,55886763.0
,5555695660,55886764.0
1.0,5555695661,55886765.0
1.0,5555695662,55886766.0
,5555695663,55886767.0
1.0,5555695664,55886768.0
1.0,5555695665,55886769.0
1.0,5555695666,55886770.0
1.0,5555695667,55886771.0
1.0,5555695668,55886772.0
,5555695669,55886773.0
,5555695670,55886774.0
1.0,5555695671,55886775.0
,5555695672,55886776.0
1.0,5555695673,55886777.0
1.0,5555695674,55886778.0
1.0,5555695675,55886779.0
1.0,5555695676,55886780.0
1.0,5555695677,55886781.0
,5555695678,55886782.0
,5555695679,55886783.0
,5555695680,55886784.0
1.0,5555695681,55886785.0
1.0,5555695682,55886786.0
1.0,5555695683,55886787.0
1.0,5555695684,55886788.0
1.0,5555695685,55886789.0
1.0,5555695686,55886790.0
1.0,5555695687,55886791.0
,5555695688,55886792.0
1.0,5555695689,55886793.0
,5555695690,55886794.0
1.0,5555695691,55886795.0
1.0,5555695692,55886796.0
1.0,5555695693,55886797.0
1.0,5555695694,55886798.0
,5555695695,55886799.0
1.0,5555695696,55886800.0
,5555695697,55886801.0
,5555695698,55886802.0
1.0,5555695699,55886803.0
1.0,5555695700,55886804.0
1.0,5555695701,55886805.0
1.0,5555695702,55886806.0
1.0,5555695703,55886807.0
1.0,5555695704,55886808.0
,5555695705,55886809.0
1.0,5555695706,55886810.0
,5555695707,55886811.0
1.0,5555695708,55886812.0
1.0,5555695709,55886813.0
1.0,5555695710,55886814.0
1.0,5555695711,55886815.0
1.0,5555695712,55886816.0
,5555695713,55886817.0
1.0,5555695714,55886818.0
1.0,5555695715,55886819.0
,5555695716,55886820.0
1.0,5555695717,55886821.0
1.0,5555695718,55886822.0
1.0,5555695719,55886823.0
,5555695720,55886824.0
,5555695721,55886825.0
,5555695722,55886826.0
1.0,5555695723,55886827.0
1.0,5555695724,55886828.0
,5555695725,55886829.0
1.0,5555695726,55886830.0
1.0,5555695727,55886831.0
1.0,5555695728,55886832.0
1.0,5555695729,55886833.0
,5555695730,55886834.0
,5555695731,55886835.0
1.0,5555695732,55886836.0
1.0,5555695733,55886837.0
,5555695734,55886838.0
1.0,5555695735,55886839.0
,5555695736,55886840.0
1.0,5555695737,55886841.0
,5555695738,55886842.0
,5555695739,55886843.0
,5555695740,55886844.0
1.0,5555695741,55886845.0
1.0,5555695742,55886846.0
,5555695743,55886847.0
1.0,5555695744,55886848.0
,5555695745,55886849.0
,5555695746,55886850.0
,5555695747,55886851.0
1.0,5555695748,55886852.0
1.0,5555695749,55886853.0
1.0,5555695750,55886854.0
,5555695751,55886855.0
,5555695752,55886856.0
,5555695753,55886857.0
1.0,5555695754,55886858.0
