ID;Response
10888;0
1277;0
9977;0
10196;0
6384;0
8029;1
968;0
6988;0
4472;0
6991;0
3336;0
4301;1
1940;0
1272;0
1388;0
1044;0
6969;0
10479;0
3619;1
1715;0
10159;0
1463;0
5114;0
4990;0
4329;0
10936;0
4692;1
7212;0
6086;0
437;0
11171;0
11101;0
5329;0
610;0
9384;0
5956;0
10430;0
7875;1
7072;0
6255;0
6516;0
5564;0
5682;0
7458;0
5237;0
7761;0
5278;0
3560;0
7235;0
10548;0
2281;0
4073;1
6974;0
7938;0
7094;0
3667;1
7723;0
3870;0
4012;1
5909;0
10470;0
4964;0
2461;0
10736;0
3194;0
10839;0
49;0
4290;0
10219;0
4211;0
1135;0
6299;1
10846;0
347;0
6543;0
10446;1
3479;0
11075;0
4442;0
199;0
6722;0
796;0
3749;0
8523;0
310;0
8629;0
236;0
9930;0
3483;1
4599;0
7326;0
7352;0
2350;0
9145;0
2964;0
5585;1
9687;0
3732;0
6303;0
11176;0
2986;0
7462;0
3900;0
7034;0
9493;1
1143;0
1;1
3855;0
5536;1
5989;0
9499;0
6768;0
2150;0
6646;0
4887;0
8560;0
3321;0
11003;0
10402;0
9904;0
6141;0
5687;0
10856;0
5121;0
4186;0
368;0
3312;0
11121;0
5332;0
5848;1
10343;0
5935;0
2895;0
10262;0
7848;0
9477;0
4856;0
7186;0
5794;1
1456;0
4877;0
425;0
3007;0
1031;0
4297;0
807;0
9553;0
4271;0
4120;0
2036;0
115;0
4259;0
8687;0
2447;0
738;0
7631;0
4789;0
773;0
10602;0
1446;0
3270;0
8443;1
9653;0
8916;0
8017;0
5830;1
4597;0
7023;0
8086;0
8825;0
2930;0
1928;0
7108;0
10925;0
9960;0
8800;1
9224;0
8624;0
8945;0
6445;0
2727;0
6404;0
11074;0
10150;1
1968;0
6534;0
9485;0
7053;0
4654;0
9760;1
1048;1
10619;1
9308;0
10505;0
8362;1
2625;0
4637;0
9972;0
4483;0
4487;1
4988;0
8931;0
5871;0
2008;0
3139;0
10037;0
10673;0
5303;0
538;0
7922;0
5692;0
4843;0
6383;0
1628;0
1204;0
3673;0
760;0
8957;0
4128;0
6810;1
5386;1
8700;0
3202;0
1328;0
8405;0
6515;0
2882;0
7574;0
6387;0
5320;1
10031;0
5748;1
2134;0
1523;0
9665;0
4640;0
3635;0
3547;1
2456;0
5633;0
7801;0
10489;1
7011;0
2620;1
3933;0
10981;0
1734;0
10995;0
6357;0
9209;0
10286;0
2611;0
1600;0
3308;0
5407;0
2166;0
3955;0
6634;0
3056;0
5718;1
6872;0
8164;0
4580;1
9305;0
453;0
8545;1
9850;0
7378;0
7646;0
1640;0
5184;0
8492;0
11188;0
1212;0
9097;0
10473;1
7962;1
9984;1
5527;0
6374;0
7453;1
8952;0
241;0
8975;0
6119;0
5236;0
5723;0
1710;0
1970;0
5313;0
10634;0
7010;0
8562;0
3158;0
4436;0
5287;0
2445;0
6059;1
4550;0
4240;0
8911;0
3706;1
3628;0
10175;0
8985;0
5204;1
9220;1
9888;0
5263;0
1020;0
9503;0
10613;0
67;0
6019;1
5863;0
3717;0
6730;0
10749;0
4998;0
6287;1
5985;0
4754;0
4002;0
8870;1
966;0
4767;0
9725;0
4475;0
5740;1
5731;0
7290;0
3846;0
8104;0
4507;0
11013;0
4491;0
3759;0
1162;1
2055;0
10766;0
4415;0
3005;1
2223;0
4817;0
2875;0
10536;0
11112;0
3807;0
9197;0
10832;0
6421;0
4207;0
577;0
10855;0
3081;0
3535;0
247;1
8707;1
9523;0
6072;1
6295;0
10914;0
1509;1
5577;0
7348;1
1127;0
1833;0
4944;0
9080;0
6466;0
9964;0
4790;0
10245;0
1109;0
6001;0
5538;1
10552;0
1545;0
7409;0
4444;0
146;0
6271;0
10065;0
4741;0
246;0
375;0
1524;1
10022;0
7451;0
11010;0
4356;0
3885;1
1175;1
880;0
2320;0
850;0
4713;0
675;0
5025;0
2308;0
5995;1
6749;0
1010;0
8977;0
4756;1
3412;0
606;0
5961;0
2975;0
2894;1
7613;0
10542;0
8015;1
10617;0
11166;0
849;0
523;0
4066;0
8414;0
819;0
4961;0
749;1
5430;0
7755;0
10525;1
1453;0
8310;0
10710;0
5031;1
2613;0
213;0
967;1
1077;0
7959;0
640;0
4252;0
8432;0
6218;0
6905;0
5922;0
3598;0
6116;0
6263;0
10486;0
2410;0
193;0
3363;0
8278;0
10660;0
8686;0
1604;0
5907;0
10669;0
2918;0
5735;0
359;0
8387;0
1829;1
3839;0
9392;0
2292;0
10466;0
9855;0
4088;0
5231;0
590;1
8732;1
2315;0
3515;0
2245;0
6283;0
2246;0
6606;0
5545;0
7342;0
837;0
9500;0
3602;0
234;1
2995;0
1118;0
7789;0
3068;0
8955;0
945;0
5644;0
7192;0
2324;0
697;0
3439;0
1506;1
232;0
8876;0
4500;0
9739;0
10395;0
1176;0
1627;0
938;0
2740;0
257;0
4058;0
7736;1
8210;0
833;0
6230;0
7325;0
1307;0
1502;0
6211;0
843;0
4174;0
9757;0
6918;0
286;0
11086;0
1921;0
4138;0
7718;0
1291;0
6862;0
4136;0
803;0
4298;0
10833;0
9606;1
8534;0
5153;1
961;0
5011;0
6653;1
9094;1
810;0
5493;0
2147;0
5107;0
3979;1
6049;0
8147;0
1857;1
3910;1
5207;1
11114;0
5429;0
9400;0
1740;0
7488;0
195;1
635;0
7527;0
10319;0
2296;0
10637;0
2931;0
907;0
3698;1
9516;1
679;0
7384;0
5043;0
5267;0
339;1
2516;0
9010;1
378;0
4808;0
5068;0
7628;0
7128;0
2811;0
3551;0
1663;0
5543;0
1577;1
10641;0
5336;0
6024;1
1878;0
3099;0
6055;0
5841;0
3972;0
4394;0
5758;1
6658;0
4603;0
8427;0
10260;0
7143;0
8789;0
6197;0
4554;0
4937;0
1920;0
8749;0
1650;0
10377;0
9206;0
10971;1
6398;0
9212;0
7937;0
839;0
4246;0
158;1
4832;0
5621;1
1945;0
5147;0
2535;1
11039;0
9495;0
9635;0
2173;0
942;1
9386;0
5510;0
873;1
2253;0
5181;0
979;0
10390;0
4698;0
7793;0
1745;1
10590;0
5080;1
8369;0
5232;0
2407;1
3834;0
7912;0
7712;0
1065;0
7275;0
1343;0
1384;0
9967;0
6181;0
10507;0
2674;1
2698;0
3231;0
4096;0
10476;0
5948;0
9140;0
10258;0
5675;0
4743;0
8805;0
1542;0
6770;1
8773;0
10475;0
10420;0
7514;0
2902;0
4345;0
793;0
10909;0
3769;0
8702;0
4791;0
2963;0
8216;0
8140;0
10146;0
5289;0
2587;0
4405;0
8663;0
2589;0
3421;0
10490;0
4094;0
9958;0
2534;0
4188;1
6613;0
10827;0
5491;0
8402;0
8783;0
10010;1
618;0
9121;1
361;0
4310;1
2678;0
6376;0
524;0
10341;0
5654;0
4098;0
5824;0
7000;0
2561;0
5229;0
4086;0
2428;0
8254;0
2836;0
8418;0
1362;0
7152;0
10033;0
9349;0
274;0
3388;0
922;0
8588;0
2518;0
574;0
3220;0
5967;0
1183;0
6856;1
4530;1
1553;0
4682;0
8204;0
5221;0
1232;0
1927;0
5788;0
6652;0
6246;1
5975;0
6875;0
4399;0
4042;1
2157;0
10133;1
2525;1
8233;0
9483;0
2945;0
10403;0
5074;0
10524;0
4690;0
7521;0
7196;0
4406;0
9672;0
4864;0
4706;0
4070;1
25;0
3697;0
217;0
4220;0
5286;0
9559;0
2849;0
7787;0
3102;0
5868;0
8370;0
9988;0
2939;0
5529;0
9743;0
5763;0
3478;1
7494;0
1763;1
7250;0
2005;0
10770;0
6885;0
2072;1
9463;0
6318;0
4093;0
5751;0
3340;1
3594;0
3584;1
3643;0
851;0
7706;0
3967;0
10128;0
486;0
9;0
9451;0
9264;0
3865;1
2853;0
1490;0
6310;0
10380;0
3887;1
4278;1
8643;0
1998;0
10795;0
11110;0
2408;0
202;0
7998;0
830;1
3536;0
6050;0
125;0
3463;0
2804;1
3745;0
9771;0
451;0
10530;1
1079;0
8920;0
6678;0
3852;0
528;0
73;0
5589;0
10212;0
6365;0
5636;1
591;0
2217;0
2544;0
7725;0
8091;0
7321;0
5462;0
7791;0
955;1
4037;0
6642;0
2793;0
5424;0
879;0
9530;0
4828;0
10699;0
1497;0
7476;0
4390;0
10478;1
1081;0
4261;1
9916;0
5350;1
8135;0
8685;1
4967;0
2130;1
9298;0
8175;0
6257;0
3790;0
9952;0
3503;0
5223;0
4608;1
1626;1
4764;1
2471;0
5892;0
2612;0
4971;0
5185;0
10069;0
2262;0
1131;0
1041;1
24;0
3409;0
7022;0
7943;0
5272;0
5453;0
2565;0
800;0
11092;0
5062;0
8969;0
4656;0
4480;0
9971;0
6729;0
1773;0
9242;1
1764;0
6215;1
10099;0
5423;0
940;0
3011;0
3298;0
8286;0
9668;0
5120;0
6097;0
7019;0
7408;0
8041;0
252;0
9986;1
3276;0
3859;0
3570;0
3783;0
10207;0
10906;0
3427;0
5209;0
10711;0
10785;0
2814;0
6866;0
1665;1
6575;0
3829;0
3091;0
10141;0
5177;0
7005;0
6409;1
7485;0
8079;0
8395;1
10352;1
4931;0
13;0
1834;0
2285;0
2295;0
1378;0
2781;1
1165;0
1404;0
6457;0
2639;0
8299;0
6437;0
6912;0
7327;0
5299;0
4127;1
8143;1
1964;0
3690;1
3433;0
3389;0
4712;0
1170;0
6347;0
4065;0
8230;0
1215;0
5939;0
2156;0
7788;0
10323;0
7947;0
1891;1
2570;1
9256;0
295;0
7397;0
6349;0
10790;0
10398;0
2431;0
550;0
1890;0
10742;0
10356;0
4676;0
8852;0
3565;0
5294;0
1958;0
7349;1
8799;0
1351;0
1045;0
7732;0
8070;0
477;1
7832;1
2202;0
7396;0
4055;0
10340;0
10091;0
7629;0
10640;0
3498;1
6742;0
1172;1
569;1
4686;0
1381;1
2634;1
10905;1
1744;0
1000;0
3828;0
8605;0
10304;0
4351;0
10129;0
2499;0
10092;0
7500;0
5796;0
10556;0
1064;0
48;0
7610;0
263;1
10814;1
9710;0
9292;0
10250;0
7881;0
5847;0
737;0
3571;1
7807;0
3878;0
5092;1
2154;0
5394;0
3798;0
3524;1
5247;0
5883;0
2118;0
8812;0
6616;0
2797;0
4328;0
9167;0
10560;0
2631;0
8312;0
5534;0
5093;1
7592;0
8895;0
8584;0
2694;0
8910;1
7433;0
164;0
10477;0
2681;0
5150;0
5283;0
9645;0
10678;0
7261;1
9648;0
2870;0
8008;0
1513;0
6173;0
1419;0
9150;0
7960;0
1250;0
9905;0
10691;0
7002;0
2952;0
8439;0
762;0
2831;0
6977;0
6289;0
4168;1
8397;0
9284;0
6237;0
3130;0
1619;1
1990;0
5513;0
269;0
8093;0
10513;0
10177;0
2549;0
5782;0
10057;1
10307;0
8566;0
2415;0
5684;0
8334;0
9166;0
1440;0
78;0
5441;0
5302;1
4687;0
1087;1
6859;0
9860;0
7129;0
5866;0
10521;1
7393;0
7849;0
332;0
9847;0
531;1
9576;0
6906;1
7419;0
3170;0
8527;0
7872;1
9931;0
10595;0
4609;0
5010;0
4427;1
11148;0
1168;0
9595;1
10163;1
2886;0
6710;0
5316;0
9029;0
521;0
1459;0
10241;0
1630;0
3254;0
9064;1
3678;1
4227;0
9467;0
8486;0
2186;1
3286;0
8602;0
3722;0
6715;0
4796;0
9612;0
3766;1
1399;0
1570;0
3426;0
3074;1
8341;1
5180;0
6461;0
7679;0
10702;0
7505;0
5113;1
10858;0
2961;0
2747;0
3010;0
5790;0
6892;0
1743;0
3578;0
8462;0
5558;0
4619;0
8780;0
10789;0
10779;0
5896;0
2337;0
10951;0
544;0
17;0
10680;0
3265;0
5623;0
5832;0
5544;0
6417;0
5831;1
7101;0
10176;1
2326;0
4385;0
2929;0
10686;0
2546;0
3283;0
3138;1
4994;0
7966;0
3112;0
10872;0
2181;0
1867;1
1518;0
5734;0
2878;0
1458;0
7007;0
6200;0
1403;0
4827;1
6250;1
9291;0
2478;0
1139;1
5138;0
5393;0
10413;0
5015;0
10868;0
10676;1
2495;0
7842;0
9955;0
6663;0
2162;0
3434;0
7919;1
5626;0
6428;0
8514;0
10448;0
2109;1
7530;0
8925;0
3009;1
6355;0
3517;1
1158;0
6203;0
7165;0
3595;0
8537;1
4331;0
6281;0
4338;0
2452;1
9507;0
8360;0
10311;0
5117;0
4867;0
9289;1
10913;1
3032;0
8524;1
3334;0
4470;0
1406;0
8619;0
10821;0
4552;0
898;0
9797;0
10949;1
8212;0
6248;1
10164;0
4547;0
6815;1
4122;1
10841;0
5370;0
176;0
4860;0
10757;0
4023;1
6679;0
9923;0
7181;0
3599;0
405;0
6870;0
832;0
2002;0
3657;0
500;1
1951;0
3262;1
4102;0
7042;1
10598;0
255;0
2375;0
9829;0
6214;0
4954;0
7861;0
4837;0
9423;0
4198;0
153;0
9323;1
10001;0
3945;1
3799;0
8625;0
3491;0
983;0
9119;0
4786;0
5872;0
6568;0
5628;0
5631;0
4974;0
8416;0
5454;0
4095;0
5474;0
4268;0
10701;0
3507;1
2079;0
626;0
4426;0
2591;0
10509;0
6382;0
6673;0
7441;0
1071;0
10061;0
7187;0
8775;0
1612;0
2345;0
322;0
10897;0
123;0
6103;0
7899;0
10500;0
1655;0
2406;0
2712;0
5517;0
10643;1
2254;0
10281;1
6958;0
954;0
5079;0
10339;0
4643;0
3117;0
6497;0
5396;0
5250;1
1052;0
2802;0
6343;0
6507;0
7901;0
4865;1
2686;0
3107;0
7734;1
1146;1
11031;0
7428;0
975;0
1103;1
3422;0
1055;0
6544;0
1241;1
2909;0
5802;0
1407;0
6183;0
340;1
5991;0
3104;1
9729;0
1008;0
11091;0
3969;0
1916;0
9907;0
87;0
8659;0
6262;0
6147;0
8832;0
10067;0
7532;0
4915;0
2115;0
2088;0
2493;0
6292;1
1631;1
10104;0
3006;0
3919;1
11181;0
642;0
4369;0
10127;0
271;0
4973;0
2948;0
2715;1
10432;0
9216;0
7124;0
9727;0
5136;0
9790;1
1818;0
1100;0
7873;0
10609;0
6950;0
7233;0
9481;0
7699;0
2711;0
8933;0
8726;0
1515;0
5186;0
10157;0
5667;1
902;0
977;0
7313;0
7600;0
9706;0
2429;0
3520;1
10394;0
4548;0
9362;0
3968;1
4084;0
6721;0
2829;0
1772;1
1544;0
492;0
4377;0
4541;0
1321;0
8858;0
3266;0
11187;0
8207;0
9723;0
2666;0
5721;0
10652;0
1646;0
4418;1
2656;0
7990;0
8722;1
7118;1
2980;0
1839;0
10722;0
2632;1
9014;0
7620;0
10968;0
11133;1
2736;0
1876;0
5959;0
1092;0
4333;0
3850;0
6168;0
607;0
10469;0
6983;0
3661;0
9303;0
692;0
736;0
9589;0
4838;0
9246;0
6261;0
7366;1
10659;0
1448;0
4286;0
4749;0
4478;0
4201;0
8720;0
10084;0
7004;0
9817;0
8080;0
9432;0
8372;0
10870;0
4001;0
7270;0
8235;0
9405;1
